Ship_SpeedSetting_kts	Wave_SWH	Wave_MWP	Wave_RWaA	Wave_WF_kts
5	0	1	0	0
5	0.25	1	0	3.09660467017373E-02
5	0.5	1	0	0.06835354509315
5	0.75	1	0	0.118583946863914
5	1	1	0	0.188078703703704
5	1.25	1	0	0.282810100722184
5	1.5	1	0	0.406953753518332
5	1.75	1	0	0.564236111111111
5	2	1	0	0.753061118001049
5	2.25	1	0	0.950542685955211
5	2.5	1	0	1.12847222222222
5	2.75	1	0	1.26617241835144
5	3	1	0	1.37309106403134
5	3.25	1	0	1.46620723325112
5	3.5	1	0	1.5625
5	3.75	1	0	1.67558159809468
5	4	1	0	1.8055968932566
5	4.25	1	0	1.9493239110347
5	4.5	1	0	2.10354067697793
5	4.75	1	0	2.26502521663524
5	5	1	0	2.43055555555555
5	5.25	1	0	2.59711131022009
5	5.5	1	0	2.76247845961027
5	5.75	1	0	2.92464457363975
5	6	1	0	3.08159722222222
5	6.25	1	0	3.23109594385541
5	6.5	1	0	3.36998815195532
5	6.75	1	0	3.49489322852201
5	7	1	0	3.60243055555556
5	7.25	1	0	3.69122381149619
5	7.5	1	0	3.76791385304252
5	7.75	1	0	3.84114583333333
5	8	1	0	3.91783587487966
5	8.25	1	0	3.99798397768151
5	8.5	1	0	4.07986111111111
5	0	1	2	0
5	0.25	1	2	3.07105326714468E-02
5	0.5	1	2	6.77483851502993E-02
5	0.75	1	2	0.117440877293383
5	1	1	2	0.186115328901043
5	1.25	1	2	0.279693221288474
5	1.5	1	2	0.402472678655026
5	1.75	1	2	0.558345986740783
5	2	1	2	0.745769881606436
5	2.25	1	2	0.941458886061682
5	2.5	1	2	1.11669197348157
5	2.75	1	2	1.25053439292689
5	3	1	2	1.35319645590654
5	3.25	1	2	1.44267474953987
5	3.5	1	2	1.53696586117213
5	3.75	1	2	1.65036367241473
5	4	1	2	1.78235123827436
5	4.25	1	2	1.9287089077603
5	4.5	1	2	2.08521703063487
5	4.75	1	2	2.24765595598265
5	5	1	2	2.41180603334004
5	5.25	1	2	2.57414865808864
5	5.5	1	2	2.73396941052633
5	5.75	1	2	2.89125491423579
5	6	1	2	3.0459917955107
5	6.25	1	2	3.19729003127043
5	6.5	1	2	3.34075300419968
5	6.75	1	2	3.47110744640393
5	7	1	2	3.58308009119355
5	7.25	1	2	3.67391926268109
5	7.5	1	2	3.75095964732674
5	7.75	1	2	3.82405752088671
5	8	1	2	3.9010979049299
5	8.25	1	2	3.98208080005877
5	8.5	1	2	4.06503495057987
5	0	1	4	0
5	0.25	1	4	3.04542132820517E-02
5	0.5	1	4	6.71416966791842E-02
5	0.75	1	4	0.116295720403408
5	1	1	4	0.184149554555956
