Ship_SpeedSetting_kts	Wave_SWH	Wave_MWP	Wave_RWaA	Wave_WF_kts
5	0	1	0	0
5	0.25	1	0	2.14447535524544E-02
5	0.5	1	0	4.82624985410699E-02
5	0.75	1	0	8.58262264020076E-02
5	1	1	0	0.139508928571429
5	1.25	1	0	0.213480855426973
5	1.5	1	0	0.307101292862734
5	1.75	1	0	0.418526785714286
5	2	1	0	0.545760342853129
5	2.25	1	0	0.686190828629252
5	2.5	1	0	0.837053571428571
5	2.75	1	0	0.995077019084304
5	3	1	0	1.15496209009536
5	3.25	1	0	1.31090282240794
5	3.5	1	0	1.45709325396825
5	3.75	1	0	1.58975102358791
5	4	1	0	1.71318817390967
5	4.25	1	0	1.83374034844169
5	4.5	1	0	1.95774319069214
5	4.75	1	0	2.09153234416917
5	5	1	0	2.24144345238095
5	5.25	1	0	2.41084290561654
5	5.5	1	0	2.59122008114077
5	5.75	1	0	2.77109510299938
5	6	1	0	2.93898809523809
5	6.25	1	0	3.08594225881842
5	6.5	1	0	3.21309308997505
5	6.75	1	0	3.32409916185844
5	7	1	0	3.42261904761905
5	7.25	1	0	3.51231458724696
5	7.5	1	0	3.59686068597435
5	7.75	1	0	3.67993551587301
5	8	1	0	3.7644816146004
5	8.25	1	0	3.85049898215651
5	8.5	1	0	3.93725198412698
5	0	1	2	0
5	0.25	1	2	2.12652130999762E-02
5	0.5	1	2	4.78120673797927E-02
5	0.75	1	2	8.49222040199623E-02
5	1	1	2	0.137877264217135
5	1.25	1	2	0.210810866802384
5	1.5	1	2	0.303264540716596
5	1.75	1	2	0.413631792585511
5	2	1	2	0.539976999666852
5	2.25	1	2	0.679048020747839
5	2.5	1	2	0.827263585171022
5	2.75	1	2	0.980893989338887
5	3	1	2	1.13561579138897
5	3.25	1	2	1.28695711612338
5	3.5	1	2	1.43044608900047
5	3.75	1	2	1.56323289514744
5	4	1	2	1.68895596371403
5	4.25	1	2	1.81287578441983
5	4.5	1	2	1.94025284665091
5	4.75	1	2	2.0763476400946
5	5	1	2	2.22642065410469
5	5.25	1	2	2.39322459614092
5	5.5	1	2	2.5694810446701
5	5.75	1	2	2.74540379500628
5	6	1	2	2.91120664374372
5	6.25	1	2	3.05911502112346
5	6.5	1	2	3.18940088344928
5	6.75	1	2	3.30434782184435
5	7	1	2	3.40623942639908
5	7.25	1	2	3.49772672743695
5	7.5	1	2	3.58293051194002
5	7.75	1	2	3.66633900639186
5	8	1	2	3.75154279102403
5	8.25	1	2	3.83854186592258
5	8.5	1	2	3.92643858625554
5	0	1	4	0
5	0.25	1	4	2.10862186704638E-02
5	0.5	1	4	4.73630647118214E-02
5	0.75	1	4	8.40211654962851E-02
5	1	1	4	0.136251148427718
5	1.25	1	4	0.208150114366741
5	1.5	1	4	0.299441057396028
5	1.75	1	4	0.408753445153915
5	2	1	4	0.534212780185563
5	2.25	1	4	0.671928703361274
5	2.5	1	4	0.817506890307829
5	2.75	1	4	0.966761355606572
5	3	1	4	1.11633946379703
5	3.25	1	4	1.26309691759785
5	3.5	1	4	1.4038894210148
5	3.75	1	4	1.53679559920255
5	4	1	4	1.66478577211469
5	4.25	1	4	1.79205318262086
5	4.5	1	4	1.92279107293659
5	4.75	1	4	2.06119268586821
5	5	1	4	2.21145126356796
5	5.25	1	4	2.37570843890538
5	5.5	1	4	2.54789940498747
5	5.75	1	4	2.71990774316983
5	6	1	4	2.88361703731898
5	6.25	1	4	3.03242009960482
5	6.5	1	4	3.16574665062609
5	6.75	1	4	3.28453564158485
5	7	1	4	3.38972602165752
5	7.25	1	4	3.48297939293018
5	7.5	1	4	3.56884796281895
5	7.75	1	4	3.65260659021479
5	8	1	4	3.73847516035676
5	8.25	1	4	3.82645367341367
5	8.5	1	4	3.91548715851885
5	0	1	6	0
5	0.25	1	6	2.09083162868832E-02
5	0.5	1	6	4.69169190304618E-02
5	0.75	1	6	8.31260946893443E-02
5	1	1	6	0.134636129768056
5	1.25	1	6	0.205507834308992
5	1.5	1	6	0.295644111726597
5	1.75	1	6	0.403908389116675
5	2	1	6	0.52848680811425
5	2.25	1	6	0.664856366964407
5	2.5	1	6	0.80781677823335
5	2.75	1	6	0.952729513900463
5	3	1	6	1.09720307843398
5	3.25	1	6	1.23940773459037
5	3.5	1	6	1.37751374699336
5	3.75	1	6	1.51051996824884
5	4	1	6	1.64073961770795
5	4.25	1	6	1.77131450526768
5	4.5	1	6	1.90538643987604
5	4.75	1	6	2.04609723133818
5	5	1	6	2.1965886885103
5	5.25	1	6	2.35839658615
5	5.5	1	6	2.52663255888093
5	5.75	1	6	2.69480220364667
5	6	1	6	2.85641112103351
5	6.25	1	6	3.0059898104388
5	6.5	1	6	3.14216836520808
5	6.75	1	6	3.26460178083455
5	7	1	6	3.37294504987277
5	7.25	1	6	3.46791310902988
5	7.5	1	6	3.55446066352439
5	7.75	1	6	3.63860236064587
5	8	1	6	3.72514991550772
5	8.25	1	6	3.81410332835481
5	8.5	1	6	3.90425967105164
5	0	1	8	0
5	0.25	1	8	2.07320519722002E-02
5	0.5	1	8	4.64750588290198E-02
5	0.75	1	8	8.22399754575079E-02
5	1	1	8	0.133037756803025
5	1.25	1	8	0.202893262818081
5	1.5	1	8	0.291886972533873
5	1.75	1	8	0.39911327017097
5	2	1	8	0.522818207157899
5	2.25	1	8	0.657854502052087
5	2.5	1	8	0.79822654034194
5	2.75	1	8	0.938848860233662
5	3	1	8	1.07827660641427
5	3.25	1	8	1.21597507485997
5	3.5	1	8	1.35140956391826
5	3.75	1	8	1.48448683478189
5	4	1	8	1.61687951909012
5	4.25	1	8	1.75070171458319
5	4.5	1	8	1.88806751779618
5	4.75	1	8	2.0310910263527
5	5	1	8	2.18188633667123
5	5.25	1	8	2.34139119011485
5	5.5	1	8	2.50583790313852
5	5.75	1	8	2.67028243259346
5	6	1	8	2.82978073995697
5	6.25	1	8	2.97995646980173
5	6.5	1	8	3.11870400089783
5	6.75	1	8	3.24448539934805
5	7	1	8	3.35576272752323
5	7.25	1	8	3.45236840103928
5	7.5	1	8	3.53961623896961
5	7.75	1	8	3.6241904109892
5	8	1	8	3.71143824938601
5	8.25	1	8	3.80135975447104
5	8.5	1	8	3.89261809398867
5	0	1	10	0
5	0.25	1	10	2.05579717493806E-02
5	0.5	1	10	4.60389126008013E-02
5	0.75	1	10	8.13657916591442E-02
5	1	1	10	0.131461578097504
5	1.25	1	10	0.200315636082956
5	1.5	1	10	0.288182908643424
5	1.75	1	10	0.394384734013978
5	2	1	10	0.517226101021498
5	2.25	1	10	0.650946599119163
5	2.5	1	10	0.788769468027957
5	2.75	1	10	0.925169790619272
5	3	1	10	1.05963001885236
5	3.25	1	10	1.19288444616567
5	3.5	1	10	1.32566736877163
5	3.75	1	10	1.45877703129728
5	4	1	10	1.5932674948575
5	4.25	1	10	1.73025677279027
5	4.5	1	10	1.87086287702389
5	4.75	1	10	2.01620382075994
5	5	1	10	2.16739761579028
5	5.25	1	10	2.32479440304003
5	5.5	1	10	2.48567283454828
5	5.75	1	10	2.64654368616683
5	6	1	10	2.80391773915899
5	6.25	1	10	2.95445239386991
5	6.5	1	10	3.09539153139791
5	6.75	1	10	3.22412565687993
5	7	1	10	3.3380452710873
5	7.25	1	10	3.43618579426163
5	7.5	1	10	3.52416231406785
5	7.75	1	10	3.60923483454884
5	8	1	10	3.69721135490075
5	8.25	1	10	3.78809187548739
5	8.5	1	10	3.88042439746468
5	0	1	12	0
5	0.25	1	12	2.03866216413904E-02
5	0.5	1	12	4.56099088391121E-02
5	0.75	1	12	8.05065271526213E-02
5	1	1	12	0.129913142216368
5	1.25	1	12	0.197784190292562
5	1.5	1	12	0.284545188880821
5	1.75	1	12	0.389739426342879
5	2	1	12	0.511729613410035
5	2.25	1	12	0.644156148660483
5	2.5	1	12	0.779478852685757
5	2.75	1	12	0.911742701070395
5	3	1	12	1.04133328686267
5	3.25	1	12	1.1702213562665
5	3.5	1	12	1.30037765853557
5	3.75	1	12	1.43347139029061
5	4	1	12	1.56996556360637
5	4.25	1	12	1.71002164211183
5	4.5	1	12	1.85380108788607
5	4.75	1	12	2.00146536440809
5	5	1	12	2.153175933607
5	5.25	1	12	2.30870837716561
5	5.5	1	12	2.46629474989826
5	5.75	1	12	2.62378122052344
5	6	1	12	2.7790139637092
5	6.25	1	12	2.92960989881966
5	6.5	1	12	3.07226893041093
5	6.75	1	12	3.20346171318479
5	7	1	12	3.31965889704339
5	7.25	1	12	3.41920581400016
5	7.5	1	12	3.50794651373238
5	7.75	1	12	3.59359972462888
5	8	1	12	3.68234042496105
5	8.25	1	12	3.77416861512887
5	8.5	1	12	3.86754055161441
5	0	1	14	0
5	0.25	1	14	2.02185476711953E-02
5	0.5	1	14	4.51894760372581E-02
5	0.75	1	14	7.96651657963074E-02
5	1	1	14	0.128397997724497
5	1.25	1	14	0.195308161635847
5	1.5	1	14	0.280987082071631
5	1.75	1	14	0.385193992854849
5	2	1	14	0.506347868028498
5	2.25	1	14	0.637506641170896
5	2.5	1	14	0.770387985709697
5	2.75	1	14	0.898617987600135
5	3	1	14	1.02345638155967
5	3.25	1	14	1.14807131292149
5	3.5	1	14	1.2756309301922
5	3.75	1	14	1.40865074425747
5	4	1	14	1.54703574393306
5	4.25	1	14	1.69003828477075
5	4.5	1	14	1.83691072070961
5	4.75	1	14	1.98690540714533
5	5	1	14	2.13927469786091
5	5.25	1	14	2.29323526473167
5	5.5	1	14	2.4478610459765
5	5.75	1	14	2.60219029181994
5	6	1	14	2.75526125867724
5	6.25	1	14	2.90556130082729
5	6.5	1	14	3.04937417163946
5	6.75	1	14	3.18243272801724
5	7	1	14	3.3004698218699
5	7.25	1	14	3.4012689855581
5	7.5	1	14	3.49081646287645
5	7.75	1	14	3.57714917453339
5	8	1	14	3.66669665247602
5	8.25	1	14	3.75945889712053
5	8.5	1	14	3.85382852657261
5	0	1	16	0
5	0.25	1	16	2.00542958617613E-02
5	0.5	1	16	4.47790426885452E-02
5	0.75	1	16	7.88446914485706E-02
5	1	1	16	0.126921693186766
5	1.25	1	16	0.192896786301756
5	1.5	1	16	0.277521857041424
5	1.75	1	16	0.380765079247067
5	2	1	16	0.501099988581873
5	2.25	1	16	0.631021567145251
5	2.5	1	16	0.761530158494133
5	2.75	1	16	0.885846046221593
5	3	1	16	1.00606927405779
5	3.25	1	16	1.12651982388966
5	3.5	1	16	1.25151768072364
5	3.75	1	16	1.38439592569343
5	4	1	16	1.52454005443385
5	4.25	1	16	1.67034866298994
5	4.5	1	16	1.8202203458214
5	4.75	1	16	1.97255369881984
5	5	1	16	2.12574731629154
5	5.25	1	16	2.27847721797829
5	5.5	1	16	2.43052911957105
5	5.75	1	16	2.58196615621296
5	6	1	16	2.73285146913277
5	6.25	1	16	2.88243891606912
5	6.5	1	16	3.02674522878609
5	6.75	1	16	3.16097786113187
5	7	1	16	3.28034426204524
5	7.25	1	16	3.38221583423869
5	7.5	1	16	3.47261978641332
5	7.75	1	16	3.55974727756647
5	8	1	16	3.65015123035478
5	8.25	1	16	3.74383164518738
5	8.5	1	16	3.83915029247402
5	0	1	18	0
5	0.25	1	18	1.98944122360542E-02
5	0.5	1	18	4.43800372862792E-02
5	0.75	1	18	0.078048087967779
5	1	1	18	0.125489777168052
5	1.25	1	18	0.190559300479236
5	1.5	1	18	0.274162782615769
5	1.75	1	18	0.376469331216711
5	2	1	18	0.496005098775149
5	2.25	1	18	0.624724417078398
5	2.5	1	18	0.752938662433423
5	2.75	1	18	0.873477272947874
5	3	1	18	0.989241935471497
5	3.25	1	18	1.10565239693005
5	3.5	1	18	1.228128407112
5	3.75	1	18	1.36078776709408
5	4	1	18	1.50254051370505
5	4.25	1	18	1.65099473899229
5	4.5	1	18	1.80375853354834
5	4.75	1	18	1.9584399892798
5	5	1	18	2.11264719663843
5	5.25	1	18	2.26453638914555
5	5.5	1	18	2.41445636746995
5	5.75	1	18	2.56330406985916
5	6	1	18	2.71197644014541
5	6.25	1	18	2.86037506072147
5	6.5	1	18	3.00442007555341
5	6.75	1	18	3.13903627228328
5	7	1	18	3.25914843404781
5	7.25	1	18	3.36188688534516
5	7.5	1	18	3.45320410925625
5	7.75	1	18	3.54125812703218
5	8	1	18	3.63257535150643
5	8.25	1	18	3.72715578305445
5	8.5	1	18	3.82336781945339
5	0	1	20	0
5	0.25	1	20	1.97394428170399E-02
5	0.5	1	20	0.043993888323766
5	0.75	1	20	7.72783392123009E-02
5	1	1	20	0.124107798233234
5	1.25	1	20	0.188304940357233
5	1.5	1	20	0.270923127620234
5	1.75	1	20	0.372323394460961
5	2	1	20	0.491082322313314
5	2.25	1	20	0.618638681465185
5	2.5	1	20	0.744646788921922
5	2.75	1	20	0.86156206379208
5	3	1	20	0.973044336915221
5	3.25	1	20	1.08555453980166
5	3.5	1	20	1.2055536063394
5	3.75	1	20	1.33790710095502
5	4	1	20	1.48109914034296
5	4.25	1	20	1.63201847500068
5	4.5	1	20	1.78755385421732
5	4.75	1	20	1.94459402837339
5	5	1	20	2.10002774664111
5	5.25	1	20	2.25151493047353
5	5.5	1	20	2.39980018646124
5	5.75	1	20	2.54639928891519
5	6	1	20	2.6928280167848
5	6.25	1	20	2.83950205096063
5	6.5	1	20	2.98243668564401
5	6.75	1	20	3.11654712122606
5	7	1	20	3.23674855435601
5	7.25	1	20	3.34012266418075
5	7.5	1	20	3.4324170563185
5	7.75	1	20	3.5215458162346
5	8	1	20	3.61384020884009
5	8.25	1	20	3.70930023444678
5	8.5	1	20	3.80634307764546
5	0	1	22	0
5	0.25	1	22	1.95899336276842E-02
5	0.5	1	22	4.36220242943115E-02
5	0.75	1	22	7.65384290405044E-02
5	1	1	22	0.122781304947189
5	1.25	1	22	0.186142942124694
5	1.5	1	22	0.267816160880389
5	1.75	1	22	0.368343914676994
5	2	1	22	0.486350782901354
5	2.25	1	22	0.612787850800461
5	2.5	1	22	0.736687829353988
5	2.75	1	22	0.850150814767312
5	3	1	22	0.957546449503414
5	3.25	1	22	1.06631176026354
5	3.5	1	22	1.18388377538795
5	3.75	1	22	1.31583475977183
5	4	1	22	1.46027795294389
5	4.25	1	22	1.61346183323803
5	4.5	1	22	1.77163487815523
5	4.75	1	22	1.9310455659488
5	5	1	22	2.0879423740391
5	5.25	1	22	2.23951499420231
5	5.5	1	22	2.38671797333296
5	5.75	1	22	2.5314470695377
5	6	1	22	2.67559804412059
5	6.25	1	22	2.81995220296294
5	6.5	1	22	2.96083303276046
5	6.75	1	22	3.09344956771481
5	7	1	22	3.21301083944824
5	7.25	1	22	3.3167636960487
5	7.5	1	22	3.41010625251331
5	7.75	1	22	3.50047443847783
5	8	1	22	3.59381699526487
5	8.25	1	22	3.69013392308939
5	8.5	1	22	3.78793803718498
5	0	1	24	0
5	0.25	1	24	0.019446430690953
5	0.5	1	24	4.32658736912215E-02
5	0.75	1	24	7.58313413107576E-02
5	1	1	24	0.121515845874793
5	1.25	1	24	0.184082541970565
5	1.5	1	24	0.264855151221803
5	1.75	1	24	0.364547537561988
5	2	1	24	0.481829604244258
5	2.25	1	24	0.607195415579074
5	2.5	1	24	0.729095075123977
5	2.75	1	24	0.839293921886675
5	3	1	24	0.942818244350524
5	3.25	1	24	1.04800956607471
5	3.5	1	24	1.16320941123977
5	3.75	1	24	1.2946515760401
5	4	1	24	1.44013897010412
5	4.25	1	24	1.59536677592721
5	4.5	1	24	1.75603017568897
5	4.75	1	24	1.9178243518542
5	5	1	24	2.07644448657194
5	5.25	1	24	2.22863873257198
5	5.5	1	24	2.37536712487317
5	5.75	1	24	2.51864266788332
5	6	1	24	2.66047836722241
5	6.25	1	24	2.8018578329047
5	6.5	1	24	2.93964709060535
5	6.75	1	24	3.06968277150414
5	7	1	24	3.18780150580292
5	7.25	1	24	3.29165050625224
5	7.5	1	24	3.38611932275396
5	7.75	1	24	3.47790808706592
5	8	1	24	3.57237690368988
5	8.25	1	24	3.66952577270731
5	8.5	1	24	3.76801466820669
5	0	1	26	0
5	0.25	1	26	1.93093750791949E-02
5	0.5	1	26	4.29266343389283E-02
5	0.75	1	26	7.51596619667936E-02
5	1	1	26	0.120316342150125
5	1.25	1	26	0.18213203664772
5	1.5	1	26	0.262052015512356
5	1.75	1	26	0.360949026452842
5	2	1	26	0.477535383893531
5	2.25	1	26	0.601881674856222
5	2.5	1	26	0.721898052905684
5	2.75	1	26	0.829037638024249
5	3	1	26	0.928925423922608
5	3.25	1	26	1.03072937008171
5	3.5	1	26	1.14361743663901
5	3.75	1	26	1.27443564867971
5	4	1	26	1.42074231500185
5	4.25	1	26	1.57777381036108
5	4.5	1	26	1.74076650906484
5	4.75	1	26	1.90495678564906
5	5	1	26	2.06558101437171
5	5.25	1	26	2.21897707999712
5	5.5	1	26	2.36588891008473
5	5.75	1	26	2.50816194188417
5	6	1	26	2.6476416119439
5	6.25	1	26	2.7853367566615
5	6.5	1	26	2.91890979043641
5	6.75	1	26	3.0451865270601
5	7	1	26	3.16099277880562
5	7.25	1	26	3.26463093485612
5	7.5	1	26	3.36030969918512
5	7.75	1	26	3.45371435189708
5	8	1	26	3.54939311627265
5	8.25	1	26	3.64734599271761
