windSpeed	relativeAngle	shipSpeed	value
1	0	5	1.5646300544786E-06
1	0.832745573421944	5	1.42033368876663E-04
1	1.66196100935926	5	1.70004414505885E-04
1	2.48409829788568	5	1.69108961600559E-04
1	3.29557376974449	5	1.76047516958117E-04
1	4.09275049529302	5	1.88414757510084E-04
1	4.87192099979182	5	2.37564131775559E-04
1	5.62929047284066	5	3.59972181494856E-04
1	6.36096071645427	5	3.54380923832925E-04
1	7.06291516547347	5	4.6274794095733E-04
1	7.73100542955195	5	5.27115231297484E-04
1	8.3609399522593	5	5.15864878337629E-04
1	8.94827556462708	5	6.10140877313685E-04
1	9.48841293228737	5	5.94910519662078E-04
1	9.97659716076109	5	6.32036936896701E-04
1	10.4079251336721	5	6.14162632564813E-04
1	10.7773615106102	5	7.22430861382022E-04
1	11.0797656947755	5	6.99902651788493E-04
1	11.3099324740202	5	6.77201685323444E-04
1	11.4626494048592	5	6.54500730096579E-04
1	11.5327742875568	5	7.67378544138794E-04
1	11.5153361829593	5	7.40441448998873E-04
1	11.4056632258823	5	5.88117730008073E-04
1	11.1995398379713	5	5.67124842093479E-04
1	10.8933946491309	5	5.46969713747734E-04
1	10.484518307592	5	4.35337371686877E-04
1	9.97130723521349	5	4.20468622253462E-04
1	9.353525208112	5	3.72557390280422E-04
1	8.63256954578244	5	3.60957275683365E-04
1	7.8117230989222	5	2.89475910508919E-04
1	6.89636793222882	5	2.4262610613475E-04
1	5.89413277461933	5	1.78313214613038E-04
1	4.81494537494281	5	1.13798366968357E-04
1	3.67096422112091	5	8.78081502188271E-05
1	2.4763725059582	5	7.65978406258347E-05
1	1.24703058964111	5	6.33426949870652E-05
1	2.49999997620336E-03	5	6.95109576912011E-07
1	0	6	2.12981832373904E-06
1	0.713730554220195	6	1.93347702075416E-04
1	1.42412777149046	6	1.92808019566585E-04
1	2.12784647189636	6	2.3043676785456E-04
1	2.82151797828422	6	2.40103821554669E-04
1	3.50173885234177	6	2.57264935668531E-04
1	4.16506024900543	6	2.54667385228866E-04
1	4.80797815748515	6	3.20975805147477E-04
1	5.42692485248258	6	3.16607732117376E-04
1	6.01826195054938	6	4.78874961213074E-04
1	6.57827555511057	6	6.25655648437098E-04
1	7.10317408033154	6	6.14034262914877E-04
1	7.58908946897494	6	6.98966621482808E-04
1	8.03208266173777	6	6.83872380468748E-04
1	8.42815433241336	6	6.6815075113473E-04
1	8.77326206877758	6	7.89363164430199E-04
1	9.06334534329923	6	7.69246979462578E-04
1	9.29435976474647	6	7.48818667500132E-04
1	9.46232220802562	6	7.28233700752029E-04
1	9.56336845230783	6	7.72407259276303E-04
1	9.59382487312071	6	7.50109523022876E-04
1	9.55029547809555	6	7.28152497301342E-04
1	9.42976508483881	6	6.47453418929669E-04
1	9.22971864547086	6	6.28417313221782E-04
1	8.94827556462708	6	6.10140877313685E-04
1	8.58433629777866	6	5.92763204887485E-04
1	8.13773656191702	6	4.76052628384281E-04
1	7.60940222174397	6	4.63506459544304E-04
1	7.00149551348363	6	3.89096444306099E-04
1	6.31754103694823	6	2.86050334295763E-04
1	5.56251830239617	6	2.80128456421893E-04
1	4.74290705654641	6	1.79057830687024E-04
1	3.86667261831213	6	1.38228456722255E-04
1	2.94318138117319	6	1.26371552256985E-04
1	1.98304155751473	6	1.19423295911754E-04
1	0.997870823032071	6	9.89188034996335E-05
1	1.9999999829427E-03	6	1.08639380088565E-06
1	0	7	2.78195870632965E-06
1	0.624479351689207	7	2.52561244266679E-04
1	1.24583333225974	7	2.5193161382082E-04
1	1.86092921349558	7	3.0124944462577E-04
1	2.46661978471589	7	2.99507729743138E-04
1	3.05973670105437	7	3.1178276132747E-04
1	3.63708456775433	7	3.33832010491643E-04
1	4.19543605368662	7	3.30305684737215E-04
1	4.73152836861745	7	4.1621257581174E-04
1	5.24206149050915	7	4.10557039446588E-04
1	5.72369859097359	7	6.21150548016108E-04
1	6.17306917801438	7	6.10949153648934E-04
1	6.58677555362946	7	7.97577559840565E-04
1	6.96140326666509	7	7.82418628433224E-04
1	7.29353632370172	7	7.66629619759302E-04
1	7.57977799550728	7	8.71653247235651E-04
1	7.8167781134514	7	8.52270636173658E-04
1	8.00126777524218	7	8.32587280116451E-04
1	8.13010235415598	7	8.12752981619666E-04
1	8.20031360781743	7	7.92918691696269E-04
1	8.20917148470054	7	7.73235361261565E-04
1	8.15425589934527	7	7.53852792027104E-04
1	8.03353826155401	7	7.34918496533023E-04
1	7.84547187640955	7	7.16576575578305E-04
1	7.58908946897494	7	6.98966621482808E-04
1	7.2641050397395	7	5.87266482211333E-04
1	6.87101606633693	7	5.73708210756489E-04
1	6.41120081841657	7	4.22183013161609E-04
1	5.88700437962128	7	4.13495922759637E-04
1	5.30180605520618	7	2.64100637746936E-04
1	4.66006040208254	7	2.59602781873938E-04
1	3.96730437125137	7	2.0049795134152E-04
1	3.2301241823241	7	1.83246119122719E-04
1	2.45607764365527	7	1.72987186758539E-04
1	1.6535706312092	7	1.71733552632485E-04
1	0.831690108507448	7	1.42394071908286E-04
1	1.66666665350525E-03	7	1.56463007540632E-06
1	0	8	3.52105113249138E-06
1	0.555068021927927	8	3.19674026130486E-04
1	1.10721002280836	8	3.18954447398803E-04
1	1.65349593690892	8	3.81547036183286E-04
1	2.19098785218065	8	3.79556501328148E-04
1	2.7167367022572	8	3.95401462019903E-04
1	3.22777971763081	8	3.92195903917258E-04
1	3.72113892377078	8	4.19713972608515E-04
1	4.19382100305537	8	4.15147868672104E-04
1	4.64281887274069	8	5.23062460157408E-04
1	5.06511537174329	8	5.16008803853024E-04
1	5.45768949313032	8	5.08418660172113E-04
1	5.81752564444358	8	7.68556246213229E-04
1	6.14162646079862	8	7.55521122919346E-04
1	6.42702973118619	8	7.41944197299287E-04
1	6.67083001995199	8	9.67464954892971E-04
1	6.87020556446774	8	9.48396534249924E-04
1	7.02245099580202	8	9.29032243576977E-04
1	7.1250163489018	8	9.09519457082058E-04
1	7.17555268778523	8	8.90006678923347E-04
1	7.17196445402296	8	8.70642413000914E-04
1	7.1124683385447	8	8.51574032859976E-04
1	6.99565806592366	8	8.32946659923372E-04
1	6.82057396176264	8	8.14902059038248E-04
1	6.58677555362946	8	7.97577559840565E-04
1	6.29441475606789	8	5.8771027684813E-04
1	5.94430645303396	8	5.76051549155361E-04
1	5.53799258295177	8	5.65216889288472E-04
1	5.07779524254357	8	3.6150744340423E-04
1	4.56685396461038	8	3.55683340956952E-04
1	4.0091423083372	8	2.74825418572015E-04
1	3.40945933377928	8	2.51158864881186E-04
1	2.77339248550727	8	2.48502202666202E-04
1	2.10724989458072	8	2.34961369929615E-04
1	1.41796205347727	8	1.94488099530605E-04
1	0.712955067289236	8	1.937685227452E-04
1	1.42857141791517E-03	8	2.12981834466676E-06
1	0	9	4.34709558827241E-06
1	0.499543059998384	9	4.34411768567641E-06
1	0.996344151562032	9	3.93876555166112E-04
1	1.48765971491556	9	3.92534190168397E-04
1	1.97074324578448	9	4.69090236426168E-04
1	2.44284442390956	9	4.66240393052289E-04
1	2.9012089771797	9	4.85361221813476E-04
1	3.34307955058337	9	4.81164908065478E-04
1	3.76569786864849	9	5.14732874208657E-04
1	4.16630850283322	9	5.09032079108049E-04
1	4.54216458014051	9	6.4134111847702E-04
1	4.89053579421862	9	6.32802183528621E-04
1	5.20871910285511	9	6.23724685550812E-04
1	5.49405251271336	9	6.14177710162166E-04
1	5.74393235903997	9	9.28126702590962E-04
1	5.95583447940991	9	9.12359314802473E-04
1	6.12733964970902	9	8.96218642873365E-04
1	6.2561635896899	9	8.79827527504059E-04
1	6.34019174590991	9	8.63310715142701E-04
1	6.3775189126473	9	8.46793908710863E-04
1	6.3664935480061	9	8.30402811095237E-04
1	6.30576637624943	9	8.14262168255656E-04
1	6.1943425355209	9	7.98494819783373E-04
1	6.03163613556975	9	7.83220764366861E-04
1	5.81752564444358	9	7.68556246213229E-04
1	5.55240804890902	9	7.54612870517314E-04
1	5.23724926600832	9	4.82733416563167E-04
1	4.87362787137748	9	4.74798060316975E-04
