absoluteWindSpeed_knots	windDirectionDiff	significantWaveHeight_m	relativeWaveDirection	fuelFactorMain
11	40	0.5	170	1
11	50	0.5	0	1
11	50	0.5	10	1
11	50	0.5	20	1
11	50	0.5	30	1
11	50	0.5	40	1
11	50	0.5	50	1
11	50	0.5	60	1
11	50	0.5	70	1
11	50	0.5	80	1
11	50	0.5	90	1
11	50	0.5	100	1
11	50	0.5	110	1
11	50	0.5	120	1
11	50	0.5	130	1
11	50	0.5	140	1
11	50	0.5	150	1
11	50	0.5	160	1
11	50	0.5	170	1
11	60	0.5	0	1
11	60	0.5	10	1
11	60	0.5	20	1
11	60	0.5	30	1
11	60	0.5	40	1
11	60	0.5	50	1
11	60	0.5	60	1
11	60	0.5	70	1
11	60	0.5	80	1
11	60	0.5	90	1
11	60	0.5	100	1
11	60	0.5	110	1
11	60	0.5	120	1
11	60	0.5	130	1
11	60	0.5	140	1
11	60	0.5	150	1
11	60	0.5	160	1
11	60	0.5	170	1
11	0	1	0	1
11	0	1	10	1
11	0	1	20	1
11	0	1	30	1
11	0	1	40	1
11	0	1	50	1
11	0	1	60	1
11	0	1	70	1
11	0	1	80	1
11	0	1	90	1
11	0	1	100	1
11	0	1	110	1
11	0	1	120	1
11	0	1	130	1
11	0	1	140	1
11	0	1	150	1
11	0	1	160	1
11	0	1	170	1
11	10	1	0	1
11	10	1	10	1
11	10	1	20	1
11	10	1	30	1
11	10	1	40	1
11	10	1	50	1
11	10	1	60	1
11	10	1	70	1
11	10	1	80	1
11	10	1	90	1
11	10	1	100	1
11	10	1	110	1
11	10	1	120	1
11	10	1	130	1
11	10	1	140	1
11	10	1	150	1
11	10	1	160	1
11	10	1	170	1
11	20	1	0	1
11	20	1	10	1
11	20	1	20	1
11	20	1	30	1
11	20	1	40	1
11	20	1	50	1
11	20	1	60	1
11	20	1	70	1
11	20	1	80	1
11	20	1	90	1
11	20	1	100	1
11	20	1	110	1
11	20	1	120	1
11	20	1	130	1
11	20	1	140	1
11	20	1	150	1
11	20	1	160	1
11	20	1	170	1
11	30	1	0	1
11	30	1	10	1
11	30	1	20	1
11	30	1	30	1
11	30	1	40	1
11	30	1	50	1
11	30	1	60	1
11	30	1	70	1
11	30	1	80	1
11	30	1	90	1
11	30	1	100	1
11	30	1	110	1
11	30	1	120	1
11	30	1	130	1
11	30	1	140	1
11	30	1	150	1
11	30	1	160	1
11	30	1	170	1
11	40	1	0	1
11	40	1	10	1
11	40	1	20	1
11	40	1	30	1
11	40	1	40	1
11	40	1	50	1
11	40	1	60	1
11	40	1	70	1
11	40	1	80	1
11	40	1	90	1
11	40	1	100	1
11	40	1	110	1
11	40	1	120	1
11	40	1	130	1
11	40	1	140	1
11	40	1	150	1
11	40	1	160	1
11	40	1	170	1
11	50	1	0	1
11	50	1	10	1
11	50	1	20	1
11	50	1	30	1
11	50	1	40	1
11	50	1	50	1
11	50	1	60	1
11	50	1	70	1
11	50	1	80	1
11	50	1	90	1
11	50	1	100	1
11	50	1	110	1
11	50	1	120	1
11	50	1	130	1
11	50	1	140	1
11	50	1	150	1
11	50	1	160	1
11	50	1	170	1
11	60	1	0	1
11	60	1	10	1
11	60	1	20	1
11	60	1	30	1
11	60	1	40	1
11	60	1	50	1
11	60	1	60	1
11	60	1	70	1
11	60	1	80	1
11	60	1	90	1
11	60	1	100	1
11	60	1	110	1
11	60	1	120	1
11	60	1	130	1
11	60	1	140	1
11	60	1	150	1
11	60	1	160	1
11	60	1	170	1
11	0	1.5	0	1
11	0	1.5	10	1
11	0	1.5	20	1
11	0	1.5	30	1
11	0	1.5	40	1
11	0	1.5	50	1
11	0	1.5	60	1
11	0	1.5	70	1
11	0	1.5	80	1
11	0	1.5	90	1
11	0	1.5	100	1
11	0	1.5	110	1
11	0	1.5	120	1
11	0	1.5	130	1
11	0	1.5	140	1
11	0	1.5	150	1
11	0	1.5	160	1
11	0	1.5	170	1
11	10	1.5	0	1
11	10	1.5	10	1
11	10	1.5	20	1
11	10	1.5	30	1
11	10	1.5	40	1
11	10	1.5	50	1
11	10	1.5	60	1
11	10	1.5	70	1
11	10	1.5	80	1
11	10	1.5	90	1
11	10	1.5	100	1
11	10	1.5	110	1
11	10	1.5	120	1
11	10	1.5	130	1
11	10	1.5	140	1
11	10	1.5	150	1
11	10	1.5	160	1
11	10	1.5	170	1
11	20	1.5	0	1
11	20	1.5	10	1
11	20	1.5	20	1
11	20	1.5	30	1
11	20	1.5	40	1
11	20	1.5	50	1
11	20	1.5	60	1
11	20	1.5	70	1
11	20	1.5	80	1
11	20	1.5	90	1
11	20	1.5	100	1
11	20	1.5	110	1
11	20	1.5	120	1
11	20	1.5	130	1
11	20	1.5	140	1
11	20	1.5	150	1
11	20	1.5	160	1
11	20	1.5	170	1
11	30	1.5	0	1
11	30	1.5	10	1
11	30	1.5	20	1
11	30	1.5	30	1
11	30	1.5	40	1
11	30	1.5	50	1
11	30	1.5	60	1
11	30	1.5	70	1
11	30	1.5	80	1
11	30	1.5	90	1
11	30	1.5	100	1
11	30	1.5	110	1
11	30	1.5	120	1
11	30	1.5	130	1
11	30	1.5	140	1
11	30	1.5	150	1
11	30	1.5	160	1
11	30	1.5	170	1
11	40	1.5	0	1
11	40	1.5	10	1
11	40	1.5	20	1
11	40	1.5	30	1
11	40	1.5	40	1
11	40	1.5	50	1
11	40	1.5	60	1
11	40	1.5	70	1
11	40	1.5	80	1
11	40	1.5	90	1
11	40	1.5	100	1
11	40	1.5	110	1
11	40	1.5	120	1
11	40	1.5	130	1
11	40	1.5	140	1
11	40	1.5	150	1
11	40	1.5	160	1
11	40	1.5	170	1
11	50	1.5	0	1
11	50	1.5	10	1
11	50	1.5	20	1
11	50	1.5	30	1
11	50	1.5	40	1
11	50	1.5	50	1
11	50	1.5	60	1
11	50	1.5	70	1
11	50	1.5	80	1
11	50	1.5	90	1
11	50	1.5	100	1
11	50	1.5	110	1
11	50	1.5	120	1
11	50	1.5	130	1
11	50	1.5	140	1
11	50	1.5	150	1
11	50	1.5	160	1
11	50	1.5	170	1
11	60	1.5	0	1
11	60	1.5	10	1
11	60	1.5	20	1
11	60	1.5	30	1
11	60	1.5	40	1
11	60	1.5	50	1
11	60	1.5	60	1
11	60	1.5	70	1
11	60	1.5	80	1
11	60	1.5	90	1
11	60	1.5	100	1
11	60	1.5	110	1
11	60	1.5	120	1
11	60	1.5	130	1
11	60	1.5	140	1
11	60	1.5	150	1
11	60	1.5	160	1
11	60	1.5	170	1
11	0	2	0	1.00683333333333
11	0	2	10	1.00683333333333
11	0	2	20	1.00683333333333
11	0	2	30	1.00683333333333
11	0	2	40	1.00683333333333
11	0	2	50	1.00649166666667
11	0	2	60	1.00615
11	0	2	70	1.00580833333333
11	0	2	80	1.00546666666667
11	0	2	90	1.005125
11	0	2	100	1.00478333333333
11	0	2	110	1.00444166666667
11	0	2	120	1.0041
11	0	2	130	1.00375833333333
11	0	2	140	1.00341666666667
11	0	2	150	1.003075
11	0	2	160	1.00273333333333
11	0	2	170	1.00239166666667
11	10	2	0	1.00683333333333
11	10	2	10	1.00683333333333
11	10	2	20	1.00683333333333
11	10	2	30	1.00683333333333
11	10	2	40	1.00683333333333
11	10	2	50	1.00649166666667
11	10	2	60	1.00615
11	10	2	70	1.00580833333333
11	10	2	80	1.00546666666667
11	10	2	90	1.005125
11	10	2	100	1.00478333333333
11	10	2	110	1.00444166666667
11	10	2	120	1.0041
11	10	2	130	1.00375833333333
11	10	2	140	1.00341666666667
11	10	2	150	1.003075
11	10	2	160	1.00273333333333
11	10	2	170	1.00239166666667
11	20	2	0	1.00683333333333
11	20	2	10	1.00683333333333
11	20	2	20	1.00683333333333
11	20	2	30	1.00683333333333
11	20	2	40	1.00683333333333
11	20	2	50	1.00649166666667
11	20	2	60	1.00615
11	20	2	70	1.00580833333333
11	20	2	80	1.00546666666667
11	20	2	90	1.005125
11	20	2	100	1.00478333333333
11	20	2	110	1.00444166666667
11	20	2	120	1.0041
11	20	2	130	1.00375833333333
11	20	2	140	1.00341666666667
11	20	2	150	1.003075
11	20	2	160	1.00273333333333
11	20	2	170	1.00239166666667
11	30	2	0	1.00683333333333
11	30	2	10	1.00683333333333
11	30	2	20	1.00683333333333
11	30	2	30	1.00683333333333
11	30	2	40	1.00683333333333
11	30	2	50	1.00649166666667
11	30	2	60	1.00615
11	30	2	70	1.00580833333333
11	30	2	80	1.00546666666667
11	30	2	90	1.005125
11	30	2	100	1.00478333333333
11	30	2	110	1.00444166666667
11	30	2	120	1.0041
11	30	2	130	1.00375833333333
11	30	2	140	1.00341666666667
11	30	2	150	1.003075
11	30	2	160	1.00273333333333
11	30	2	170	1.00239166666667
11	40	2	0	1.00683333333333
11	40	2	10	1.00683333333333
11	40	2	20	1.00683333333333
11	40	2	30	1.00683333333333
11	40	2	40	1.00683333333333
11	40	2	50	1.00649166666667
11	40	2	60	1.00615
11	40	2	70	1.00580833333333
11	40	2	80	1.00546666666667
11	40	2	90	1.005125
11	40	2	100	1.00478333333333
11	40	2	110	1.00444166666667
11	40	2	120	1.0041
11	40	2	130	1.00375833333333
11	40	2	140	1.00341666666667
11	40	2	150	1.003075
11	40	2	160	1.00273333333333
11	40	2	170	1.00239166666667
11	50	2	0	1.00679365079365
11	50	2	10	1.00679365079365
11	50	2	20	1.00679365079365
11	50	2	30	1.00679365079365
11	50	2	40	1.00679365079365
11	50	2	50	1.00645396825397
11	50	2	60	1.00611428571429
11	50	2	70	1.0057746031746
11	50	2	80	1.00543492063492
11	50	2	90	1.00509523809524
11	50	2	100	1.00475555555556
11	50	2	110	1.00441587301587
11	50	2	120	1.00407619047619
11	50	2	130	1.00373650793651
11	50	2	140	1.00339682539683
11	50	2	150	1.00305714285714
11	50	2	160	1.00271746031746
11	50	2	170	1.00237777777778
11	60	2	0	1.00675396825397
11	60	2	10	1.00675396825397
11	60	2	20	1.00675396825397
11	60	2	30	1.00675396825397
11	60	2	40	1.00675396825397
11	60	2	50	1.00641626984127
11	60	2	60	1.00607857142857
11	60	2	70	1.00574087301587
11	60	2	80	1.00540317460317
11	60	2	90	1.00506547619048
11	60	2	100	1.00472777777778
11	60	2	110	1.00439007936508
11	60	2	120	1.00405238095238
11	60	2	130	1.00371468253968
11	60	2	140	1.00337698412698
11	60	2	150	1.00303928571429
11	60	2	160	1.00270158730159
11	60	2	170	1.00236388888889
11	0	2.5	0	1.00797619047619
11	0	2.5	10	1.00797619047619
11	0	2.5	20	1.00797619047619
11	0	2.5	30	1.00797619047619
11	0	2.5	40	1.00797619047619
11	0	2.5	50	1.00757738095238
11	0	2.5	60	1.00717857142857
11	0	2.5	70	1.00677976190476
11	0	2.5	80	1.00638095238095
11	0	2.5	90	1.00598214285714
11	0	2.5	100	1.00558333333333
11	0	2.5	110	1.00518452380952
11	0	2.5	120	1.00478571428571
11	0	2.5	130	1.0043869047619
11	0	2.5	140	1.0039880952381
11	0	2.5	150	1.00358928571429
11	0	2.5	160	1.00319047619048
11	0	2.5	170	1.00279166666667
11	10	2.5	0	1.00797619047619
11	10	2.5	10	1.00797619047619
11	10	2.5	20	1.00797619047619
11	10	2.5	30	1.00797619047619
11	10	2.5	40	1.00797619047619
11	10	2.5	50	1.00757738095238
11	10	2.5	60	1.00717857142857
11	10	2.5	70	1.00677976190476
11	10	2.5	80	1.00638095238095
11	10	2.5	90	1.00598214285714
11	10	2.5	100	1.00558333333333
11	10	2.5	110	1.00518452380952
11	10	2.5	120	1.00478571428571
11	10	2.5	130	1.0043869047619
11	10	2.5	140	1.0039880952381
11	10	2.5	150	1.00358928571429
11	10	2.5	160	1.00319047619048
11	10	2.5	170	1.00279166666667
11	20	2.5	0	1.00797619047619
11	20	2.5	10	1.00797619047619
11	20	2.5	20	1.00797619047619
11	20	2.5	30	1.00797619047619
11	20	2.5	40	1.00797619047619
11	20	2.5	50	1.00757738095238
11	20	2.5	60	1.00717857142857
11	20	2.5	70	1.00677976190476
11	20	2.5	80	1.00638095238095
11	20	2.5	90	1.00598214285714
11	20	2.5	100	1.00558333333333
11	20	2.5	110	1.00518452380952
11	20	2.5	120	1.00478571428571
11	20	2.5	130	1.0043869047619
11	20	2.5	140	1.0039880952381
11	20	2.5	150	1.00358928571429
11	20	2.5	160	1.00319047619048
11	20	2.5	170	1.00279166666667
11	30	2.5	0	1.00797619047619
11	30	2.5	10	1.00797619047619
11	30	2.5	20	1.00797619047619
11	30	2.5	30	1.00797619047619
11	30	2.5	40	1.00797619047619
11	30	2.5	50	1.00757738095238
11	30	2.5	60	1.00717857142857
11	30	2.5	70	1.00677976190476
11	30	2.5	80	1.00638095238095
11	30	2.5	90	1.00598214285714
11	30	2.5	100	1.00558333333333
11	30	2.5	110	1.00518452380952
11	30	2.5	120	1.00478571428571
11	30	2.5	130	1.0043869047619
11	30	2.5	140	1.0039880952381
11	30	2.5	150	1.00358928571429
11	30	2.5	160	1.00319047619048
11	30	2.5	170	1.00279166666667
11	40	2.5	0	1.00797619047619
11	40	2.5	10	1.00797619047619
11	40	2.5	20	1.00797619047619
11	40	2.5	30	1.00797619047619
11	40	2.5	40	1.00797619047619
11	40	2.5	50	1.00757738095238
11	40	2.5	60	1.00717857142857
11	40	2.5	70	1.00677976190476
11	40	2.5	80	1.00638095238095
11	40	2.5	90	1.00598214285714
11	40	2.5	100	1.00558333333333
11	40	2.5	110	1.00518452380952
11	40	2.5	120	1.00478571428571
11	40	2.5	130	1.0043869047619
11	40	2.5	140	1.0039880952381
11	40	2.5	150	1.00358928571429
11	40	2.5	160	1.00319047619048
11	40	2.5	170	1.00279166666667
11	50	2.5	0	1.00736507936508
11	50	2.5	10	1.00736507936508
11	50	2.5	20	1.00736507936508
11	50	2.5	30	1.00736507936508
11	50	2.5	40	1.00736507936508
11	50	2.5	50	1.00699682539683
11	50	2.5	60	1.00662857142857
11	50	2.5	70	1.00626031746032
11	50	2.5	80	1.00589206349206
11	50	2.5	90	1.00552380952381
11	50	2.5	100	1.00515555555556
11	50	2.5	110	1.0047873015873
11	50	2.5	120	1.00441904761905
11	50	2.5	130	1.00405079365079
11	50	2.5	140	1.00368253968254
11	50	2.5	150	1.00331428571429
11	50	2.5	160	1.00294603174603
11	50	2.5	170	1.00257777777778
11	60	2.5	0	1.00675396825397
11	60	2.5	10	1.00675396825397
11	60	2.5	20	1.00675396825397
11	60	2.5	30	1.00675396825397
11	60	2.5	40	1.00675396825397
11	60	2.5	50	1.00641626984127
11	60	2.5	60	1.00607857142857
11	60	2.5	70	1.00574087301587
11	60	2.5	80	1.00540317460317
11	60	2.5	90	1.00506547619048
11	60	2.5	100	1.00472777777778
11	60	2.5	110	1.00439007936508
11	60	2.5	120	1.00405238095238
11	60	2.5	130	1.00371468253968
11	60	2.5	140	1.00337698412698
11	60	2.5	150	1.00303928571429
11	60	2.5	160	1.00270158730159
11	60	2.5	170	1.00236388888889
11	0	3	0	1.00910317460317
11	0	3	10	1.00910317460317
11	0	3	20	1.00910317460317
11	0	3	30	1.00910317460317
11	0	3	40	1.00910317460317
11	0	3	50	1.00864801587302
11	0	3	60	1.00819285714286
11	0	3	70	1.0077376984127
11	0	3	80	1.00728253968254
11	0	3	90	1.00682738095238
11	0	3	100	1.00637222222222
11	0	3	110	1.00591706349206
11	0	3	120	1.0054619047619
11	0	3	130	1.00500674603175
11	0	3	140	1.00455158730159
11	0	3	150	1.00409642857143
11	0	3	160	1.00364126984127
11	0	3	170	1.00318611111111
11	10	3	0	1.00910317460317
11	10	3	10	1.00910317460317
11	10	3	20	1.00910317460317
11	10	3	30	1.00910317460317
11	10	3	40	1.00910317460317
11	10	3	50	1.00864801587302
11	10	3	60	1.00819285714286
11	10	3	70	1.0077376984127
11	10	3	80	1.00728253968254
11	10	3	90	1.00682738095238
11	10	3	100	1.00637222222222
11	10	3	110	1.00591706349206
11	10	3	120	1.0054619047619
11	10	3	130	1.00500674603175
11	10	3	140	1.00455158730159
11	10	3	150	1.00409642857143
11	10	3	160	1.00364126984127
11	10	3	170	1.00318611111111
11	20	3	0	1.00910317460317
11	20	3	10	1.00910317460317
11	20	3	20	1.00910317460317
11	20	3	30	1.00910317460317
11	20	3	40	1.00910317460317
11	20	3	50	1.00864801587302
11	20	3	60	1.00819285714286
11	20	3	70	1.0077376984127
11	20	3	80	1.00728253968254
11	20	3	90	1.00682738095238
11	20	3	100	1.00637222222222
11	20	3	110	1.00591706349206
11	20	3	120	1.0054619047619
11	20	3	130	1.00500674603175
11	20	3	140	1.00455158730159
11	20	3	150	1.00409642857143
11	20	3	160	1.00364126984127
11	20	3	170	1.00318611111111
11	30	3	0	1.00910317460317
11	30	3	10	1.00910317460317
11	30	3	20	1.00910317460317
11	30	3	30	1.00910317460317
11	30	3	40	1.00910317460317
11	30	3	50	1.00864801587302
11	30	3	60	1.00819285714286
11	30	3	70	1.0077376984127
11	30	3	80	1.00728253968254
11	30	3	90	1.00682738095238
11	30	3	100	1.00637222222222
11	30	3	110	1.00591706349206
11	30	3	120	1.0054619047619
11	30	3	130	1.00500674603175
11	30	3	140	1.00455158730159
11	30	3	150	1.00409642857143
11	30	3	160	1.00364126984127
11	30	3	170	1.00318611111111
11	40	3	0	1.00910317460317
11	40	3	10	1.00910317460317
11	40	3	20	1.00910317460317
11	40	3	30	1.00910317460317
11	40	3	40	1.00910317460317
11	40	3	50	1.00864801587302
11	40	3	60	1.00819285714286
11	40	3	70	1.0077376984127
11	40	3	80	1.00728253968254
11	40	3	90	1.00682738095238
11	40	3	100	1.00637222222222
11	40	3	110	1.00591706349206
11	40	3	120	1.0054619047619
11	40	3	130	1.00500674603175
11	40	3	140	1.00455158730159
11	40	3	150	1.00409642857143
11	40	3	160	1.00364126984127
11	40	3	170	1.00318611111111
11	50	3	0	1.00792857142857
11	50	3	10	1.00792857142857
11	50	3	20	1.00792857142857
11	50	3	30	1.00792857142857
11	50	3	40	1.00792857142857
11	50	3	50	1.00753214285714
11	50	3	60	1.00713571428571
11	50	3	70	1.00673928571429
11	50	3	80	1.00634285714286
11	50	3	90	1.00594642857143
11	50	3	100	1.00555
11	50	3	110	1.00515357142857
11	50	3	120	1.00475714285714
11	50	3	130	1.00436071428571
11	50	3	140	1.00396428571429
11	50	3	150	1.00356785714286
11	50	3	160	1.00317142857143
11	50	3	170	1.002775
11	60	3	0	1.00675396825397
11	60	3	10	1.00675396825397
11	60	3	20	1.00675396825397
11	60	3	30	1.00675396825397
11	60	3	40	1.00675396825397
11	60	3	50	1.00641626984127
11	60	3	60	1.00607857142857
11	60	3	70	1.00574087301587
11	60	3	80	1.00540317460317
11	60	3	90	1.00506547619048
11	60	3	100	1.00472777777778
11	60	3	110	1.00439007936508
11	60	3	120	1.00405238095238
11	60	3	130	1.00371468253968
11	60	3	140	1.00337698412698
11	60	3	150	1.00303928571429
11	60	3	160	1.00270158730159
11	60	3	170	1.00236388888889
11	0	3.5	0	1.01019841269841
11	0	3.5	10	1.01019841269841
11	0	3.5	20	1.01019841269841
11	0	3.5	30	1.01019841269841
11	0	3.5	40	1.01019841269841
11	0	3.5	50	1.00968849206349
11	0	3.5	60	1.00917857142857
11	0	3.5	70	1.00866865079365
11	0	3.5	80	1.00815873015873
11	0	3.5	90	1.00764880952381
11	0	3.5	100	1.00713888888889
11	0	3.5	110	1.00662896825397
11	0	3.5	120	1.00611904761905
11	0	3.5	130	1.00560912698413
11	0	3.5	140	1.00509920634921
11	0	3.5	150	1.00458928571429
11	0	3.5	160	1.00407936507937
11	0	3.5	170	1.00356944444444
11	10	3.5	0	1.01019841269841
11	10	3.5	10	1.01019841269841
11	10	3.5	20	1.01019841269841
11	10	3.5	30	1.01019841269841
11	10	3.5	40	1.01019841269841
11	10	3.5	50	1.00968849206349
11	10	3.5	60	1.00917857142857
11	10	3.5	70	1.00866865079365
11	10	3.5	80	1.00815873015873
11	10	3.5	90	1.00764880952381
11	10	3.5	100	1.00713888888889
11	10	3.5	110	1.00662896825397
11	10	3.5	120	1.00611904761905
11	10	3.5	130	1.00560912698413
11	10	3.5	140	1.00509920634921
11	10	3.5	150	1.00458928571429
11	10	3.5	160	1.00407936507937
11	10	3.5	170	1.00356944444444
11	20	3.5	0	1.01019841269841
11	20	3.5	10	1.01019841269841
11	20	3.5	20	1.01019841269841
11	20	3.5	30	1.01019841269841
11	20	3.5	40	1.01019841269841
11	20	3.5	50	1.00968849206349
11	20	3.5	60	1.00917857142857
11	20	3.5	70	1.00866865079365
11	20	3.5	80	1.00815873015873
11	20	3.5	90	1.00764880952381
11	20	3.5	100	1.00713888888889
11	20	3.5	110	1.00662896825397
11	20	3.5	120	1.00611904761905
11	20	3.5	130	1.00560912698413
11	20	3.5	140	1.00509920634921
11	20	3.5	150	1.00458928571429
11	20	3.5	160	1.00407936507937
11	20	3.5	170	1.00356944444444
11	30	3.5	0	1.01019841269841
11	30	3.5	10	1.01019841269841
11	30	3.5	20	1.01019841269841
11	30	3.5	30	1.01019841269841
11	30	3.5	40	1.01019841269841
11	30	3.5	50	1.00968849206349
11	30	3.5	60	1.00917857142857
11	30	3.5	70	1.00866865079365
11	30	3.5	80	1.00815873015873
11	30	3.5	90	1.00764880952381
11	30	3.5	100	1.00713888888889
11	30	3.5	110	1.00662896825397
11	30	3.5	120	1.00611904761905
11	30	3.5	130	1.00560912698413
11	30	3.5	140	1.00509920634921
11	30	3.5	150	1.00458928571429
11	30	3.5	160	1.00407936507937
11	30	3.5	170	1.00356944444444
11	40	3.5	0	1.01019841269841
11	40	3.5	10	1.01019841269841
11	40	3.5	20	1.01019841269841
11	40	3.5	30	1.01019841269841
11	40	3.5	40	1.01019841269841
11	40	3.5	50	1.00968849206349
11	40	3.5	60	1.00917857142857
11	40	3.5	70	1.00866865079365
11	40	3.5	80	1.00815873015873
11	40	3.5	90	1.00764880952381
11	40	3.5	100	1.00713888888889
11	40	3.5	110	1.00662896825397
11	40	3.5	120	1.00611904761905
11	40	3.5	130	1.00560912698413
11	40	3.5	140	1.00509920634921
11	40	3.5	150	1.00458928571429
11	40	3.5	160	1.00407936507937
11	40	3.5	170	1.00356944444444
11	50	3.5	0	1.01001984126984
11	50	3.5	10	1.01001984126984
11	50	3.5	20	1.01001984126984
11	50	3.5	30	1.01001984126984
11	50	3.5	40	1.01001984126984
11	50	3.5	50	1.00951884920635
11	50	3.5	60	1.00901785714286
11	50	3.5	70	1.00851686507936
11	50	3.5	80	1.00801587301587
11	50	3.5	90	1.00751488095238
11	50	3.5	100	1.00701388888889
11	50	3.5	110	1.0065128968254
11	50	3.5	120	1.0060119047619
11	50	3.5	130	1.00551091269841
11	50	3.5	140	1.00500992063492
11	50	3.5	150	1.00450892857143
11	50	3.5	160	1.00400793650794
11	50	3.5	170	1.00350694444444
11	60	3.5	0	1.00984126984127
11	60	3.5	10	1.00984126984127
11	60	3.5	20	1.00984126984127
11	60	3.5	30	1.00984126984127
11	60	3.5	40	1.00984126984127
11	60	3.5	50	1.00934920634921
11	60	3.5	60	1.00885714285714
11	60	3.5	70	1.00836507936508
11	60	3.5	80	1.00787301587302
11	60	3.5	90	1.00738095238095
11	60	3.5	100	1.00688888888889
11	60	3.5	110	1.00639682539683
11	60	3.5	120	1.00590476190476
11	60	3.5	130	1.0054126984127
11	60	3.5	140	1.00492063492063
11	60	3.5	150	1.00442857142857
11	60	3.5	160	1.00393650793651
11	60	3.5	170	1.00344444444444
11	0	4	0	1.01234126984127
11	0	4	10	1.01234126984127
11	0	4	20	1.01234126984127
11	0	4	30	1.01234126984127
11	0	4	40	1.01234126984127
11	0	4	50	1.01172420634921
11	0	4	60	1.01110714285714
11	0	4	70	1.01049007936508
11	0	4	80	1.00987301587302
11	0	4	90	1.00925595238095
11	0	4	100	1.00863888888889
11	0	4	110	1.00802182539683
11	0	4	120	1.00740476190476
11	0	4	130	1.0067876984127
11	0	4	140	1.00617063492063
11	0	4	150	1.00555357142857
11	0	4	160	1.00493650793651
11	0	4	170	1.00431944444444
11	10	4	0	1.01234126984127
11	10	4	10	1.01234126984127
11	10	4	20	1.01234126984127
11	10	4	30	1.01234126984127
11	10	4	40	1.01234126984127
11	10	4	50	1.01172420634921
11	10	4	60	1.01110714285714
11	10	4	70	1.01049007936508
11	10	4	80	1.00987301587302
11	10	4	90	1.00925595238095
11	10	4	100	1.00863888888889
11	10	4	110	1.00802182539683
11	10	4	120	1.00740476190476
11	10	4	130	1.0067876984127
11	10	4	140	1.00617063492063
11	10	4	150	1.00555357142857
11	10	4	160	1.00493650793651
11	10	4	170	1.00431944444444
11	20	4	0	1.01234126984127
11	20	4	10	1.01234126984127
11	20	4	20	1.01234126984127
11	20	4	30	1.01234126984127
11	20	4	40	1.01234126984127
11	20	4	50	1.01172420634921
11	20	4	60	1.01110714285714
11	20	4	70	1.01049007936508
11	20	4	80	1.00987301587302
11	20	4	90	1.00925595238095
11	20	4	100	1.00863888888889
11	20	4	110	1.00802182539683
11	20	4	120	1.00740476190476
11	20	4	130	1.0067876984127
11	20	4	140	1.00617063492063
11	20	4	150	1.00555357142857
11	20	4	160	1.00493650793651
11	20	4	170	1.00431944444444
11	30	4	0	1.01234126984127
11	30	4	10	1.01234126984127
11	30	4	20	1.01234126984127
11	30	4	30	1.01234126984127
11	30	4	40	1.01234126984127
11	30	4	50	1.01172420634921
11	30	4	60	1.01110714285714
11	30	4	70	1.01049007936508
11	30	4	80	1.00987301587302
11	30	4	90	1.00925595238095
11	30	4	100	1.00863888888889
11	30	4	110	1.00802182539683
11	30	4	120	1.00740476190476
11	30	4	130	1.0067876984127
11	30	4	140	1.00617063492063
11	30	4	150	1.00555357142857
11	30	4	160	1.00493650793651
11	30	4	170	1.00431944444444
11	40	4	0	1.01234126984127
11	40	4	10	1.01234126984127
11	40	4	20	1.01234126984127
11	40	4	30	1.01234126984127
11	40	4	40	1.01234126984127
11	40	4	50	1.01172420634921
11	40	4	60	1.01110714285714
11	40	4	70	1.01049007936508
11	40	4	80	1.00987301587302
11	40	4	90	1.00925595238095
11	40	4	100	1.00863888888889
11	40	4	110	1.00802182539683
11	40	4	120	1.00740476190476
11	40	4	130	1.0067876984127
11	40	4	140	1.00617063492063
11	40	4	150	1.00555357142857
11	40	4	160	1.00493650793651
11	40	4	170	1.00431944444444
11	50	4	0	1.01109126984127
11	50	4	10	1.01109126984127
11	50	4	20	1.01109126984127
11	50	4	30	1.01109126984127
11	50	4	40	1.01109126984127
11	50	4	50	1.01053670634921
11	50	4	60	1.00998214285714
11	50	4	70	1.00942757936508
11	50	4	80	1.00887301587302
11	50	4	90	1.00831845238095
11	50	4	100	1.00776388888889
11	50	4	110	1.00720932539683
11	50	4	120	1.00665476190476
11	50	4	130	1.0061001984127
11	50	4	140	1.00554563492063
11	50	4	150	1.00499107142857
11	50	4	160	1.00443650793651
11	50	4	170	1.00388194444444
11	60	4	0	1.00984126984127
11	60	4	10	1.00984126984127
11	60	4	20	1.00984126984127
11	60	4	30	1.00984126984127
11	60	4	40	1.00984126984127
11	60	4	50	1.00934920634921
11	60	4	60	1.00885714285714
11	60	4	70	1.00836507936508
11	60	4	80	1.00787301587302
11	60	4	90	1.00738095238095
11	60	4	100	1.00688888888889
11	60	4	110	1.00639682539683
11	60	4	120	1.00590476190476
11	60	4	130	1.0054126984127
11	60	4	140	1.00492063492063
11	60	4	150	1.00442857142857
11	60	4	160	1.00393650793651
11	60	4	170	1.00344444444444
11	0	4.5	0	1.01388095238095
11	0	4.5	10	1.01388095238095
11	0	4.5	20	1.01388095238095
11	0	4.5	30	1.01388095238095
11	0	4.5	40	1.01388095238095
11	0	4.5	50	1.0131869047619
11	0	4.5	60	1.01249285714286
11	0	4.5	70	1.01179880952381
11	0	4.5	80	1.01110476190476
11	0	4.5	90	1.01041071428571
11	0	4.5	100	1.00971666666667
