absoluteWindSpeed_knots	windDirectionDiff	significantWaveHeight_m	relativeWaveDirection	fuelFactorMain
19	20	3.5	30	1.01178571428571
19	20	3.5	40	1.01178571428571
19	20	3.5	50	1.01144285714286
19	20	3.5	60	1.0111
19	20	3.5	70	1.01075714285714
19	20	3.5	80	1.01041428571429
19	20	3.5	90	1.01007142857143
19	20	3.5	100	1.00972857142857
19	20	3.5	110	1.00938571428571
19	20	3.5	120	1.00904285714286
19	20	3.5	130	1.0087
19	20	3.5	140	1.00835714285714
19	20	3.5	150	1.00801428571429
19	20	3.5	160	1.00767142857143
19	20	3.5	170	1.00732857142857
19	30	3.5	0	1.01178571428571
19	30	3.5	10	1.01178571428571
19	30	3.5	20	1.01178571428571
19	30	3.5	30	1.01178571428571
19	30	3.5	40	1.01178571428571
19	30	3.5	50	1.01144285714286
19	30	3.5	60	1.0111
19	30	3.5	70	1.01075714285714
19	30	3.5	80	1.01041428571429
19	30	3.5	90	1.01007142857143
19	30	3.5	100	1.00972857142857
19	30	3.5	110	1.00938571428571
19	30	3.5	120	1.00904285714286
19	30	3.5	130	1.0087
19	30	3.5	140	1.00835714285714
19	30	3.5	150	1.00801428571429
19	30	3.5	160	1.00767142857143
19	30	3.5	170	1.00732857142857
19	40	3.5	0	1.01178571428571
19	40	3.5	10	1.01178571428571
19	40	3.5	20	1.01178571428571
19	40	3.5	30	1.01178571428571
19	40	3.5	40	1.01178571428571
19	40	3.5	50	1.01144285714286
19	40	3.5	60	1.0111
19	40	3.5	70	1.01075714285714
19	40	3.5	80	1.01041428571429
19	40	3.5	90	1.01007142857143
19	40	3.5	100	1.00972857142857
19	40	3.5	110	1.00938571428571
19	40	3.5	120	1.00904285714286
19	40	3.5	130	1.0087
19	40	3.5	140	1.00835714285714
19	40	3.5	150	1.00801428571429
19	40	3.5	160	1.00767142857143
19	40	3.5	170	1.00732857142857
19	50	3.5	0	1.01
19	50	3.5	10	1.01
19	50	3.5	20	1.01
19	50	3.5	30	1.01
19	50	3.5	40	1.01
19	50	3.5	50	1.00962321428571
19	50	3.5	60	1.00924642857143
19	50	3.5	70	1.00886964285714
19	50	3.5	80	1.00849285714286
19	50	3.5	90	1.00811607142857
19	50	3.5	100	1.00773928571429
19	50	3.5	110	1.0073625
19	50	3.5	120	1.00698571428571
19	50	3.5	130	1.00660892857143
19	50	3.5	140	1.00623214285714
19	50	3.5	150	1.00585535714286
19	50	3.5	160	1.00547857142857
19	50	3.5	170	1.00510178571429
19	60	3.5	0	1.00821428571429
19	60	3.5	10	1.00821428571429
19	60	3.5	20	1.00821428571429
19	60	3.5	30	1.00821428571429
19	60	3.5	40	1.00821428571429
19	60	3.5	50	1.00780357142857
19	60	3.5	60	1.00739285714286
19	60	3.5	70	1.00698214285714
19	60	3.5	80	1.00657142857143
19	60	3.5	90	1.00616071428571
19	60	3.5	100	1.00575
19	60	3.5	110	1.00533928571429
19	60	3.5	120	1.00492857142857
19	60	3.5	130	1.00451785714286
19	60	3.5	140	1.00410714285714
19	60	3.5	150	1.00369642857143
19	60	3.5	160	1.00328571428571
19	60	3.5	170	1.002875
19	0	4	0	1.01392857142857
19	0	4	10	1.01392857142857
19	0	4	20	1.01392857142857
19	0	4	30	1.01392857142857
19	0	4	40	1.01392857142857
19	0	4	50	1.01347857142857
19	0	4	60	1.01302857142857
19	0	4	70	1.01257857142857
19	0	4	80	1.01212857142857
19	0	4	90	1.01167857142857
19	0	4	100	1.01122857142857
19	0	4	110	1.01077857142857
19	0	4	120	1.01032857142857
19	0	4	130	1.00987857142857
19	0	4	140	1.00942857142857
19	0	4	150	1.00897857142857
19	0	4	160	1.00852857142857
19	0	4	170	1.00807857142857
19	10	4	0	1.01392857142857
19	10	4	10	1.01392857142857
19	10	4	20	1.01392857142857
19	10	4	30	1.01392857142857
19	10	4	40	1.01392857142857
19	10	4	50	1.01347857142857
19	10	4	60	1.01302857142857
19	10	4	70	1.01257857142857
19	10	4	80	1.01212857142857
19	10	4	90	1.01167857142857
19	10	4	100	1.01122857142857
19	10	4	110	1.01077857142857
19	10	4	120	1.01032857142857
19	10	4	130	1.00987857142857
19	10	4	140	1.00942857142857
19	10	4	150	1.00897857142857
19	10	4	160	1.00852857142857
19	10	4	170	1.00807857142857
19	20	4	0	1.01392857142857
19	20	4	10	1.01392857142857
19	20	4	20	1.01392857142857
19	20	4	30	1.01392857142857
19	20	4	40	1.01392857142857
19	20	4	50	1.01347857142857
19	20	4	60	1.01302857142857
19	20	4	70	1.01257857142857
19	20	4	80	1.01212857142857
19	20	4	90	1.01167857142857
19	20	4	100	1.01122857142857
19	20	4	110	1.01077857142857
19	20	4	120	1.01032857142857
19	20	4	130	1.00987857142857
19	20	4	140	1.00942857142857
19	20	4	150	1.00897857142857
19	20	4	160	1.00852857142857
19	20	4	170	1.00807857142857
19	30	4	0	1.01392857142857
19	30	4	10	1.01392857142857
19	30	4	20	1.01392857142857
19	30	4	30	1.01392857142857
19	30	4	40	1.01392857142857
19	30	4	50	1.01347857142857
19	30	4	60	1.01302857142857
19	30	4	70	1.01257857142857
19	30	4	80	1.01212857142857
19	30	4	90	1.01167857142857
19	30	4	100	1.01122857142857
19	30	4	110	1.01077857142857
19	30	4	120	1.01032857142857
19	30	4	130	1.00987857142857
19	30	4	140	1.00942857142857
19	30	4	150	1.00897857142857
19	30	4	160	1.00852857142857
19	30	4	170	1.00807857142857
19	40	4	0	1.01392857142857
19	40	4	10	1.01392857142857
19	40	4	20	1.01392857142857
19	40	4	30	1.01392857142857
19	40	4	40	1.01392857142857
19	40	4	50	1.01347857142857
19	40	4	60	1.01302857142857
19	40	4	70	1.01257857142857
19	40	4	80	1.01212857142857
19	40	4	90	1.01167857142857
19	40	4	100	1.01122857142857
19	40	4	110	1.01077857142857
19	40	4	120	1.01032857142857
19	40	4	130	1.00987857142857
19	40	4	140	1.00942857142857
19	40	4	150	1.00897857142857
19	40	4	160	1.00852857142857
19	40	4	170	1.00807857142857
19	50	4	0	1.01107142857143
19	50	4	10	1.01107142857143
19	50	4	20	1.01107142857143
19	50	4	30	1.01107142857143
19	50	4	40	1.01107142857143
19	50	4	50	1.01064107142857
19	50	4	60	1.01021071428571
19	50	4	70	1.00978035714286
19	50	4	80	1.00935
19	50	4	90	1.00891964285714
19	50	4	100	1.00848928571429
19	50	4	110	1.00805892857143
19	50	4	120	1.00762857142857
19	50	4	130	1.00719821428571
19	50	4	140	1.00676785714286
19	50	4	150	1.0063375
19	50	4	160	1.00590714285714
19	50	4	170	1.00547678571429
19	60	4	0	1.00821428571429
19	60	4	10	1.00821428571429
19	60	4	20	1.00821428571429
19	60	4	30	1.00821428571429
19	60	4	40	1.00821428571429
19	60	4	50	1.00780357142857
19	60	4	60	1.00739285714286
19	60	4	70	1.00698214285714
19	60	4	80	1.00657142857143
19	60	4	90	1.00616071428571
19	60	4	100	1.00575
19	60	4	110	1.00533928571429
19	60	4	120	1.00492857142857
19	60	4	130	1.00451785714286
19	60	4	140	1.00410714285714
19	60	4	150	1.00369642857143
19	60	4	160	1.00328571428571
19	60	4	170	1.002875
19	0	4.5	0	1.01607142857143
19	0	4.5	10	1.01607142857143
19	0	4.5	20	1.01607142857143
19	0	4.5	30	1.01607142857143
19	0	4.5	40	1.01607142857143
19	0	4.5	50	1.01551428571429
19	0	4.5	60	1.01495714285714
19	0	4.5	70	1.0144
19	0	4.5	80	1.01384285714286
19	0	4.5	90	1.01328571428571
19	0	4.5	100	1.01272857142857
19	0	4.5	110	1.01217142857143
19	0	4.5	120	1.01161428571429
19	0	4.5	130	1.01105714285714
19	0	4.5	140	1.0105
19	0	4.5	150	1.00994285714286
19	0	4.5	160	1.00938571428571
19	0	4.5	170	1.00882857142857
19	10	4.5	0	1.01607142857143
19	10	4.5	10	1.01607142857143
19	10	4.5	20	1.01607142857143
19	10	4.5	30	1.01607142857143
19	10	4.5	40	1.01607142857143
19	10	4.5	50	1.01551428571429
19	10	4.5	60	1.01495714285714
19	10	4.5	70	1.0144
19	10	4.5	80	1.01384285714286
19	10	4.5	90	1.01328571428571
19	10	4.5	100	1.01272857142857
19	10	4.5	110	1.01217142857143
19	10	4.5	120	1.01161428571429
19	10	4.5	130	1.01105714285714
19	10	4.5	140	1.0105
19	10	4.5	150	1.00994285714286
19	10	4.5	160	1.00938571428571
19	10	4.5	170	1.00882857142857
19	20	4.5	0	1.01607142857143
19	20	4.5	10	1.01607142857143
19	20	4.5	20	1.01607142857143
19	20	4.5	30	1.01607142857143
19	20	4.5	40	1.01607142857143
19	20	4.5	50	1.01551428571429
19	20	4.5	60	1.01495714285714
19	20	4.5	70	1.0144
19	20	4.5	80	1.01384285714286
19	20	4.5	90	1.01328571428571
19	20	4.5	100	1.01272857142857
19	20	4.5	110	1.01217142857143
19	20	4.5	120	1.01161428571429
19	20	4.5	130	1.01105714285714
19	20	4.5	140	1.0105
19	20	4.5	150	1.00994285714286
19	20	4.5	160	1.00938571428571
19	20	4.5	170	1.00882857142857
19	30	4.5	0	1.01607142857143
19	30	4.5	10	1.01607142857143
19	30	4.5	20	1.01607142857143
19	30	4.5	30	1.01607142857143
19	30	4.5	40	1.01607142857143
19	30	4.5	50	1.01551428571429
19	30	4.5	60	1.01495714285714
19	30	4.5	70	1.0144
19	30	4.5	80	1.01384285714286
19	30	4.5	90	1.01328571428571
19	30	4.5	100	1.01272857142857
19	30	4.5	110	1.01217142857143
19	30	4.5	120	1.01161428571429
19	30	4.5	130	1.01105714285714
19	30	4.5	140	1.0105
19	30	4.5	150	1.00994285714286
19	30	4.5	160	1.00938571428571
19	30	4.5	170	1.00882857142857
19	40	4.5	0	1.01607142857143
19	40	4.5	10	1.01607142857143
19	40	4.5	20	1.01607142857143
19	40	4.5	30	1.01607142857143
19	40	4.5	40	1.01607142857143
19	40	4.5	50	1.01551428571429
19	40	4.5	60	1.01495714285714
19	40	4.5	70	1.0144
19	40	4.5	80	1.01384285714286
19	40	4.5	90	1.01328571428571
19	40	4.5	100	1.01272857142857
19	40	4.5	110	1.01217142857143
19	40	4.5	120	1.01161428571429
19	40	4.5	130	1.01105714285714
19	40	4.5	140	1.0105
19	40	4.5	150	1.00994285714286
19	40	4.5	160	1.00938571428571
19	40	4.5	170	1.00882857142857
19	50	4.5	0	1.01360714285714
19	50	4.5	10	1.01360714285714
19	50	4.5	20	1.01360714285714
19	50	4.5	30	1.01360714285714
19	50	4.5	40	1.01360714285714
19	50	4.5	50	1.01305
19	50	4.5	60	1.01249285714286
19	50	4.5	70	1.01193571428571
19	50	4.5	80	1.01137857142857
19	50	4.5	90	1.01082142857143
19	50	4.5	100	1.01026428571429
19	50	4.5	110	1.00970714285714
19	50	4.5	120	1.00915
19	50	4.5	130	1.00859285714286
19	50	4.5	140	1.00803571428571
19	50	4.5	150	1.00747857142857
19	50	4.5	160	1.00692142857143
19	50	4.5	170	1.00636428571429
19	60	4.5	0	1.01114285714286
19	60	4.5	10	1.01114285714286
19	60	4.5	20	1.01114285714286
19	60	4.5	30	1.01114285714286
19	60	4.5	40	1.01114285714286
19	60	4.5	50	1.01058571428571
19	60	4.5	60	1.01002857142857
19	60	4.5	70	1.00947142857143
19	60	4.5	80	1.00891428571429
19	60	4.5	90	1.00835714285714
19	60	4.5	100	1.0078
19	60	4.5	110	1.00724285714286
19	60	4.5	120	1.00668571428571
19	60	4.5	130	1.00612857142857
19	60	4.5	140	1.00557142857143
19	60	4.5	150	1.00501428571429
19	60	4.5	160	1.00445714285714
19	60	4.5	170	1.0039
19	0	5	0	1.01660714285714
19	0	5	10	1.01660714285714
19	0	5	20	1.01660714285714
19	0	5	30	1.01660714285714
19	0	5	40	1.01660714285714
19	0	5	50	1.01602321428571
19	0	5	60	1.01543928571429
19	0	5	70	1.01485535714286
19	0	5	80	1.01427142857143
19	0	5	90	1.0136875
19	0	5	100	1.01310357142857
19	0	5	110	1.01251964285714
19	0	5	120	1.01193571428571
19	0	5	130	1.01135178571429
19	0	5	140	1.01076785714286
19	0	5	150	1.01018392857143
19	0	5	160	1.0096
19	0	5	170	1.00901607142857
19	10	5	0	1.01660714285714
19	10	5	10	1.01660714285714
19	10	5	20	1.01660714285714
19	10	5	30	1.01660714285714
19	10	5	40	1.01660714285714
19	10	5	50	1.01602321428571
19	10	5	60	1.01543928571429
19	10	5	70	1.01485535714286
19	10	5	80	1.01427142857143
19	10	5	90	1.0136875
19	10	5	100	1.01310357142857
19	10	5	110	1.01251964285714
19	10	5	120	1.01193571428571
19	10	5	130	1.01135178571429
19	10	5	140	1.01076785714286
19	10	5	150	1.01018392857143
19	10	5	160	1.0096
19	10	5	170	1.00901607142857
19	20	5	0	1.01660714285714
19	20	5	10	1.01660714285714
19	20	5	20	1.01660714285714
19	20	5	30	1.01660714285714
19	20	5	40	1.01660714285714
19	20	5	50	1.01602321428571
19	20	5	60	1.01543928571429
19	20	5	70	1.01485535714286
19	20	5	80	1.01427142857143
19	20	5	90	1.0136875
19	20	5	100	1.01310357142857
19	20	5	110	1.01251964285714
19	20	5	120	1.01193571428571
19	20	5	130	1.01135178571429
19	20	5	140	1.01076785714286
19	20	5	150	1.01018392857143
19	20	5	160	1.0096
19	20	5	170	1.00901607142857
19	30	5	0	1.01660714285714
19	30	5	10	1.01660714285714
19	30	5	20	1.01660714285714
19	30	5	30	1.01660714285714
19	30	5	40	1.01660714285714
19	30	5	50	1.01602321428571
19	30	5	60	1.01543928571429
19	30	5	70	1.01485535714286
19	30	5	80	1.01427142857143
19	30	5	90	1.0136875
19	30	5	100	1.01310357142857
19	30	5	110	1.01251964285714
19	30	5	120	1.01193571428571
19	30	5	130	1.01135178571429
19	30	5	140	1.01076785714286
19	30	5	150	1.01018392857143
19	30	5	160	1.0096
19	30	5	170	1.00901607142857
19	40	5	0	1.01660714285714
19	40	5	10	1.01660714285714
19	40	5	20	1.01660714285714
19	40	5	30	1.01660714285714
19	40	5	40	1.01660714285714
19	40	5	50	1.01602321428571
19	40	5	60	1.01543928571429
19	40	5	70	1.01485535714286
19	40	5	80	1.01427142857143
19	40	5	90	1.0136875
19	40	5	100	1.01310357142857
19	40	5	110	1.01251964285714
19	40	5	120	1.01193571428571
19	40	5	130	1.01135178571429
19	40	5	140	1.01076785714286
19	40	5	150	1.01018392857143
19	40	5	160	1.0096
19	40	5	170	1.00901607142857
19	50	5	0	1.013875
19	50	5	10	1.013875
19	50	5	20	1.013875
19	50	5	30	1.013875
19	50	5	40	1.013875
19	50	5	50	1.01330446428571
19	50	5	60	1.01273392857143
19	50	5	70	1.01216339285714
19	50	5	80	1.01159285714286
19	50	5	90	1.01102232142857
19	50	5	100	1.01045178571429
19	50	5	110	1.00988125
19	50	5	120	1.00931071428571
19	50	5	130	1.00874017857143
19	50	5	140	1.00816964285714
19	50	5	150	1.00759910714286
19	50	5	160	1.00702857142857
19	50	5	170	1.00645803571429
19	60	5	0	1.01114285714286
19	60	5	10	1.01114285714286
19	60	5	20	1.01114285714286
19	60	5	30	1.01114285714286
19	60	5	40	1.01114285714286
19	60	5	50	1.01058571428571
19	60	5	60	1.01002857142857
19	60	5	70	1.00947142857143
19	60	5	80	1.00891428571429
19	60	5	90	1.00835714285714
19	60	5	100	1.0078
19	60	5	110	1.00724285714286
19	60	5	120	1.00668571428571
19	60	5	130	1.00612857142857
19	60	5	140	1.00557142857143
19	60	5	150	1.00501428571429
19	60	5	160	1.00445714285714
19	60	5	170	1.0039
19	0	5.5	0	1.01714285714286
19	0	5.5	10	1.01714285714286
19	0	5.5	20	1.01714285714286
19	0	5.5	30	1.01714285714286
19	0	5.5	40	1.01714285714286
19	0	5.5	50	1.01653214285714
19	0	5.5	60	1.01592142857143
19	0	5.5	70	1.01531071428571
19	0	5.5	80	1.0147
19	0	5.5	90	1.01408928571429
19	0	5.5	100	1.01347857142857
19	0	5.5	110	1.01286785714286
19	0	5.5	120	1.01225714285714
19	0	5.5	130	1.01164642857143
19	0	5.5	140	1.01103571428571
19	0	5.5	150	1.010425
19	0	5.5	160	1.00981428571429
19	0	5.5	170	1.00920357142857
19	10	5.5	0	1.01714285714286
19	10	5.5	10	1.01714285714286
19	10	5.5	20	1.01714285714286
19	10	5.5	30	1.01714285714286
19	10	5.5	40	1.01714285714286
19	10	5.5	50	1.01653214285714
19	10	5.5	60	1.01592142857143
19	10	5.5	70	1.01531071428571
19	10	5.5	80	1.0147
19	10	5.5	90	1.01408928571429
19	10	5.5	100	1.01347857142857
19	10	5.5	110	1.01286785714286
19	10	5.5	120	1.01225714285714
19	10	5.5	130	1.01164642857143
19	10	5.5	140	1.01103571428571
19	10	5.5	150	1.010425
19	10	5.5	160	1.00981428571429
19	10	5.5	170	1.00920357142857
19	20	5.5	0	1.01714285714286
19	20	5.5	10	1.01714285714286
19	20	5.5	20	1.01714285714286
19	20	5.5	30	1.01714285714286
19	20	5.5	40	1.01714285714286
19	20	5.5	50	1.01653214285714
19	20	5.5	60	1.01592142857143
19	20	5.5	70	1.01531071428571
19	20	5.5	80	1.0147
19	20	5.5	90	1.01408928571429
19	20	5.5	100	1.01347857142857
19	20	5.5	110	1.01286785714286
19	20	5.5	120	1.01225714285714
19	20	5.5	130	1.01164642857143
19	20	5.5	140	1.01103571428571
19	20	5.5	150	1.010425
19	20	5.5	160	1.00981428571429
19	20	5.5	170	1.00920357142857
19	30	5.5	0	1.01714285714286
19	30	5.5	10	1.01714285714286
19	30	5.5	20	1.01714285714286
19	30	5.5	30	1.01714285714286
19	30	5.5	40	1.01714285714286
19	30	5.5	50	1.01653214285714
19	30	5.5	60	1.01592142857143
19	30	5.5	70	1.01531071428571
19	30	5.5	80	1.0147
19	30	5.5	90	1.01408928571429
19	30	5.5	100	1.01347857142857
19	30	5.5	110	1.01286785714286
19	30	5.5	120	1.01225714285714
19	30	5.5	130	1.01164642857143
19	30	5.5	140	1.01103571428571
19	30	5.5	150	1.010425
19	30	5.5	160	1.00981428571429
19	30	5.5	170	1.00920357142857
19	40	5.5	0	1.01714285714286
19	40	5.5	10	1.01714285714286
19	40	5.5	20	1.01714285714286
19	40	5.5	30	1.01714285714286
19	40	5.5	40	1.01714285714286
19	40	5.5	50	1.01653214285714
19	40	5.5	60	1.01592142857143
19	40	5.5	70	1.01531071428571
19	40	5.5	80	1.0147
19	40	5.5	90	1.01408928571429
19	40	5.5	100	1.01347857142857
19	40	5.5	110	1.01286785714286
19	40	5.5	120	1.01225714285714
19	40	5.5	130	1.01164642857143
19	40	5.5	140	1.01103571428571
19	40	5.5	150	1.010425
19	40	5.5	160	1.00981428571429
19	40	5.5	170	1.00920357142857
19	50	5.5	0	1.01414285714286
19	50	5.5	10	1.01414285714286
19	50	5.5	20	1.01414285714286
19	50	5.5	30	1.01414285714286
19	50	5.5	40	1.01414285714286
19	50	5.5	50	1.01355892857143
19	50	5.5	60	1.012975
19	50	5.5	70	1.01239107142857
19	50	5.5	80	1.01180714285714
19	50	5.5	90	1.01122321428571
19	50	5.5	100	1.01063928571429
19	50	5.5	110	1.01005535714286
19	50	5.5	120	1.00947142857143
19	50	5.5	130	1.0088875
19	50	5.5	140	1.00830357142857
19	50	5.5	150	1.00771964285714
19	50	5.5	160	1.00713571428571
19	50	5.5	170	1.00655178571429
19	60	5.5	0	1.01114285714286
19	60	5.5	10	1.01114285714286
19	60	5.5	20	1.01114285714286
19	60	5.5	30	1.01114285714286
19	60	5.5	40	1.01114285714286
19	60	5.5	50	1.01058571428571
19	60	5.5	60	1.01002857142857
19	60	5.5	70	1.00947142857143
19	60	5.5	80	1.00891428571429
19	60	5.5	90	1.00835714285714
19	60	5.5	100	1.0078
19	60	5.5	110	1.00724285714286
19	60	5.5	120	1.00668571428571
19	60	5.5	130	1.00612857142857
19	60	5.5	140	1.00557142857143
19	60	5.5	150	1.00501428571429
19	60	5.5	160	1.00445714285714
19	60	5.5	170	1.0039
19	0	6	0	1.01767857142857
19	0	6	10	1.01767857142857
19	0	6	20	1.01767857142857
19	0	6	30	1.01767857142857
19	0	6	40	1.01767857142857
19	0	6	50	1.01704107142857
19	0	6	60	1.01640357142857
19	0	6	70	1.01576607142857
19	0	6	80	1.01512857142857
19	0	6	90	1.01449107142857
19	0	6	100	1.01385357142857
19	0	6	110	1.01321607142857
19	0	6	120	1.01257857142857
19	0	6	130	1.01194107142857
19	0	6	140	1.01130357142857
19	0	6	150	1.01066607142857
19	0	6	160	1.01002857142857
19	0	6	170	1.00939107142857
19	10	6	0	1.01767857142857
19	10	6	10	1.01767857142857
19	10	6	20	1.01767857142857
19	10	6	30	1.01767857142857
19	10	6	40	1.01767857142857
19	10	6	50	1.01704107142857
19	10	6	60	1.01640357142857
19	10	6	70	1.01576607142857
19	10	6	80	1.01512857142857
19	10	6	90	1.01449107142857
19	10	6	100	1.01385357142857
19	10	6	110	1.01321607142857
19	10	6	120	1.01257857142857
19	10	6	130	1.01194107142857
19	10	6	140	1.01130357142857
19	10	6	150	1.01066607142857
19	10	6	160	1.01002857142857
19	10	6	170	1.00939107142857
19	20	6	0	1.01767857142857
19	20	6	10	1.01767857142857
19	20	6	20	1.01767857142857
19	20	6	30	1.01767857142857
19	20	6	40	1.01767857142857
19	20	6	50	1.01704107142857
19	20	6	60	1.01640357142857
19	20	6	70	1.01576607142857
19	20	6	80	1.01512857142857
19	20	6	90	1.01449107142857
19	20	6	100	1.01385357142857
19	20	6	110	1.01321607142857
19	20	6	120	1.01257857142857
19	20	6	130	1.01194107142857
19	20	6	140	1.01130357142857
19	20	6	150	1.01066607142857
19	20	6	160	1.01002857142857
19	20	6	170	1.00939107142857
19	30	6	0	1.01767857142857
19	30	6	10	1.01767857142857
19	30	6	20	1.01767857142857
19	30	6	30	1.01767857142857
19	30	6	40	1.01767857142857
19	30	6	50	1.01704107142857
19	30	6	60	1.01640357142857
19	30	6	70	1.01576607142857
19	30	6	80	1.01512857142857
19	30	6	90	1.01449107142857
19	30	6	100	1.01385357142857
19	30	6	110	1.01321607142857
19	30	6	120	1.01257857142857
19	30	6	130	1.01194107142857
19	30	6	140	1.01130357142857
19	30	6	150	1.01066607142857
19	30	6	160	1.01002857142857
19	30	6	170	1.00939107142857
19	40	6	0	1.01767857142857
19	40	6	10	1.01767857142857
19	40	6	20	1.01767857142857
19	40	6	30	1.01767857142857
19	40	6	40	1.01767857142857
19	40	6	50	1.01704107142857
19	40	6	60	1.01640357142857
19	40	6	70	1.01576607142857
19	40	6	80	1.01512857142857
19	40	6	90	1.01449107142857
19	40	6	100	1.01385357142857
19	40	6	110	1.01321607142857
19	40	6	120	1.01257857142857
19	40	6	130	1.01194107142857
19	40	6	140	1.01130357142857
19	40	6	150	1.01066607142857
19	40	6	160	1.01002857142857
19	40	6	170	1.00939107142857
19	50	6	0	1.01441071428571
19	50	6	10	1.01441071428571
19	50	6	20	1.01441071428571
19	50	6	30	1.01441071428571
19	50	6	40	1.01441071428571
19	50	6	50	1.01381339285714
19	50	6	60	1.01321607142857
19	50	6	70	1.01261875
19	50	6	80	1.01202142857143
19	50	6	90	1.01142410714286
19	50	6	100	1.01082678571429
19	50	6	110	1.01022946428571
19	50	6	120	1.00963214285714
19	50	6	130	1.00903482142857
19	50	6	140	1.0084375
19	50	6	150	1.00784017857143
19	50	6	160	1.00724285714286
19	50	6	170	1.00664553571429
19	60	6	0	1.01114285714286
19	60	6	10	1.01114285714286
19	60	6	20	1.01114285714286
19	60	6	30	1.01114285714286
19	60	6	40	1.01114285714286
19	60	6	50	1.01058571428571
19	60	6	60	1.01002857142857
19	60	6	70	1.00947142857143
19	60	6	80	1.00891428571429
19	60	6	90	1.00835714285714
19	60	6	100	1.0078
19	60	6	110	1.00724285714286
19	60	6	120	1.00668571428571
19	60	6	130	1.00612857142857
19	60	6	140	1.00557142857143
19	60	6	150	1.00501428571429
19	60	6	160	1.00445714285714
19	60	6	170	1.0039
19	0	6.5	0	1.01821428571429
19	0	6.5	10	1.01821428571429
19	0	6.5	20	1.01821428571429
19	0	6.5	30	1.01821428571429
19	0	6.5	40	1.01821428571429
19	0	6.5	50	1.01755
19	0	6.5	60	1.01688571428571
19	0	6.5	70	1.01622142857143
19	0	6.5	80	1.01555714285714
19	0	6.5	90	1.01489285714286
19	0	6.5	100	1.01422857142857
19	0	6.5	110	1.01356428571429
19	0	6.5	120	1.0129
19	0	6.5	130	1.01223571428571
19	0	6.5	140	1.01157142857143
19	0	6.5	150	1.01090714285714
19	0	6.5	160	1.01024285714286
19	0	6.5	170	1.00957857142857
19	10	6.5	0	1.01821428571429
19	10	6.5	10	1.01821428571429
19	10	6.5	20	1.01821428571429
19	10	6.5	30	1.01821428571429
19	10	6.5	40	1.01821428571429
19	10	6.5	50	1.01755
19	10	6.5	60	1.01688571428571
19	10	6.5	70	1.01622142857143
19	10	6.5	80	1.01555714285714
19	10	6.5	90	1.01489285714286
19	10	6.5	100	1.01422857142857
19	10	6.5	110	1.01356428571429
19	10	6.5	120	1.0129
19	10	6.5	130	1.01223571428571
19	10	6.5	140	1.01157142857143
19	10	6.5	150	1.01090714285714
19	10	6.5	160	1.01024285714286
19	10	6.5	170	1.00957857142857
19	20	6.5	0	1.01821428571429
19	20	6.5	10	1.01821428571429
19	20	6.5	20	1.01821428571429
19	20	6.5	30	1.01821428571429
19	20	6.5	40	1.01821428571429
19	20	6.5	50	1.01755
19	20	6.5	60	1.01688571428571
19	20	6.5	70	1.01622142857143
19	20	6.5	80	1.01555714285714
19	20	6.5	90	1.01489285714286
19	20	6.5	100	1.01422857142857
19	20	6.5	110	1.01356428571429
19	20	6.5	120	1.0129
19	20	6.5	130	1.01223571428571
19	20	6.5	140	1.01157142857143
19	20	6.5	150	1.01090714285714
19	20	6.5	160	1.01024285714286
19	20	6.5	170	1.00957857142857
19	30	6.5	0	1.01821428571429
19	30	6.5	10	1.01821428571429
19	30	6.5	20	1.01821428571429
19	30	6.5	30	1.01821428571429
19	30	6.5	40	1.01821428571429
19	30	6.5	50	1.01755
19	30	6.5	60	1.01688571428571
19	30	6.5	70	1.01622142857143
19	30	6.5	80	1.01555714285714
19	30	6.5	90	1.01489285714286
19	30	6.5	100	1.01422857142857
19	30	6.5	110	1.01356428571429
19	30	6.5	120	1.0129
19	30	6.5	130	1.01223571428571
19	30	6.5	140	1.01157142857143
19	30	6.5	150	1.01090714285714
19	30	6.5	160	1.01024285714286
19	30	6.5	170	1.00957857142857
19	40	6.5	0	1.01821428571429
19	40	6.5	10	1.01821428571429
19	40	6.5	20	1.01821428571429
19	40	6.5	30	1.01821428571429
19	40	6.5	40	1.01821428571429
19	40	6.5	50	1.01755
19	40	6.5	60	1.01688571428571
19	40	6.5	70	1.01622142857143
19	40	6.5	80	1.01555714285714
19	40	6.5	90	1.01489285714286
19	40	6.5	100	1.01422857142857
19	40	6.5	110	1.01356428571429
19	40	6.5	120	1.0129
19	40	6.5	130	1.01223571428571
19	40	6.5	140	1.01157142857143
19	40	6.5	150	1.01090714285714
19	40	6.5	160	1.01024285714286
19	40	6.5	170	1.00957857142857
19	50	6.5	0	1.01467857142857
19	50	6.5	10	1.01467857142857
19	50	6.5	20	1.01467857142857
19	50	6.5	30	1.01467857142857
19	50	6.5	40	1.01467857142857
19	50	6.5	50	1.01406785714286
19	50	6.5	60	1.01345714285714
19	50	6.5	70	1.01284642857143
19	50	6.5	80	1.01223571428571
19	50	6.5	90	1.011625
19	50	6.5	100	1.01101428571429
19	50	6.5	110	1.01040357142857
19	50	6.5	120	1.00979285714286
19	50	6.5	130	1.00918214285714
19	50	6.5	140	1.00857142857143
19	50	6.5	150	1.00796071428571
19	50	6.5	160	1.00735
19	50	6.5	170	1.00673928571429
19	60	6.5	0	1.01114285714286
19	60	6.5	10	1.01114285714286
19	60	6.5	20	1.01114285714286
19	60	6.5	30	1.01114285714286
