waveHeight	wavePeriod	value
4.5	10.5	2.51182422329569E-03
5	10.5	3.8067228505791E-03
5.5	10.5	5.7691691666655E-03
6	10.5	8.7432981543536E-03
6.5	10.5	0.013250653674298
7	10.5	2.00816465018707E-02
7.5	10.5	3.04341609205526E-02
8	10.5	4.61236159520985E-02
8.5	10.5	6.99013176032734E-02
9	10.5	0.105936928443517
9.5	10.5	0.160549660476231
10	10.5	0.243316413433457
10.5	10.5	0.36875118184934
11	10.5	0.558850232076404
11.5	10.5	0.846949372000798
12	10.5	1.15882033433065
12.5	10.5	1.55037321823068
13	10.5	2.03733860238782
13.5	10.5	2.60853309032088
14	10.5	3.26456327337376
14.5	10.5	4.00434586835509
15	10.5	4.8253267115336
15.5	10.5	5.72372943347433
16	10.5	6.69481133993854
16.5	10.5	7.73311012290778
0.5	11	0
1	11	0
1.5	11	0
2	11	0
2.5	11	0
3	11	0
3.5	11	0
4	11	2.88634647429104E-03
4.5	11	4.18922286063369E-03
5	11	6.08020843387021E-03
5.5	11	8.82477152187465E-03
6	11	1.28082109783397E-02
6.5	11	1.85897468346933E-02
7	11	2.69810270897635E-02
7.5	11	0.0391600719091
8	11	5.68366514300594E-02
8.5	11	8.24923139385605E-02
9	11	0.119728761067353
9.5	11	0.173773477095089
10	11	0.252213595735198
10.5	11	0.366061029203376
11	11	0.531298389013589
11.5	11	0.771122724488672
12	11	1.06090192248636
12.5	11	1.41454889485214
13	11	1.83535819904646
13.5	11	2.32525511954337
14	11	2.91423340906122
14.5	11	3.5989306429336
15	11	4.36370581375972
15.5	11	5.2055627627478
16	11	6.1204683705013
16.5	11	7.1035862854106
0.5	11.5	0
1	11.5	0
1.5	11.5	0
2	11.5	0
2.5	11.5	0
3	11.5	0
3.5	11.5	0
4	11.5	2.30503746540596E-03
4.5	11.5	3.36258673614216E-03
5	11.5	4.90533873213543E-03
5.5	11.5	7.15590405991857E-03
6	11.5	1.04390268870316E-02
6.5	11.5	0.01522844373481
7	11.5	2.22152410463057E-02
7.5	11.5	0.032407575149479
8	11.5	4.72761436565092E-02
8.5	11.5	6.89663990200397E-02
9	11.5	0.100608125492411
9.5	11.5	0.146767049736142
10	11.5	0.214103650006638
10.5	11.5	0.312334226439632
11	11.5	0.455632909586637
11.5	11.5	0.664676909299628
12	11.5	0.969630122101835
12.5	11.5	1.29980310175571
13	11.5	1.69447151430204
13.5	11.5	2.15578774469448
14	11.5	2.6846355730408
14.5	11.5	3.28073106762857
15	11.5	3.94275782064715
15.5	11.5	4.71345612035789
16	11.5	5.57210348385676
16.5	11.5	6.49958963986008
0.5	12	0
1	12	0
1.5	12	0
2	12	0
2.5	12	0
3	12	0
3.5	12	0
4	12	1.70296655828313E-03
4.5	12	2.51710743783204E-03
5	12	3.72046639599132E-03
5.5	12	5.49911775542745E-03
6	12	8.1280927898288E-03
6.5	12	1.20139075645111E-02
7	12	1.77574221531071E-02
7.5	12	2.62467510949667E-02
8	12	3.87945917544454E-02
8.5	12	5.73412055438243E-02
9	12	8.47544388153626E-02
9.5	12	0.125273175385492
