Ship_SpeedSetting_kts	Wave_SWH	Wave_MWP	Wave_RWaA	Wave_WF_kts
5	0	1	0	0
5	0.25	1	0	2.14146087441973E-02
5	0.5	1	0	4.80075869536786E-02
5	0.75	1	0	8.49573040937281E-02
5	1	1	0	0.13744212962963
5	1.25	1	0	0.209619517949766
5	1.5	1	0	0.301563299309899
5	1.75	1	0	0.412326388888889
5	2	1	0	0.540094743719911
5	2.25	1	0	0.679586485499318
5	2.5	1	0	0.824652777777778
5	2.75	1	0	0.969944818015291
5	3	1	0	1.1133139388888
5	3.25	1	0	1.25341150698457
5	3.5	1	0	1.38888888888889
5	3.75	1	0	1.51925085805555
5	4	1	0	1.64741581495575
5	4.25	1	0	1.77715556692824
5	4.5	1	0	1.91224192131173
5	4.75	1	0	2.05644668544496
5	5	1	0	2.21354166666667
5	5.25	1	0	2.38513814369475
5	5.5	1	0	2.56420528412693
5	5.75	1	0	2.74155172694009
5	6	1	0	2.90798611111111
5	6.25	1	0	3.05629117017411
5	6.5	1	0	3.18714603219026
5	6.75	1	0	3.30320391977794
5	7	1	0	3.40711805555556
5	7.25	1	0	3.50175852223334
5	7.5	1	0	3.59086284688264
5	7.75	1	0	3.67838541666667
5	8	1	0	3.76748974131597
5	8.25	1	0	3.85817582083055
5	8.5	1	0	3.94965277777778
5	0	1	2	0
5	0.25	1	2	2.12524647839827E-02
5	0.5	1	2	4.76088155375035E-02
5	0.75	1	2	8.41729382301007E-02
5	1	1	2	0.136048718793659
5	1.25	1	2	0.207360827498464
5	1.5	1	2	0.29831709998926
5	1.75	1	2	0.408146156362151
5	2	1	2	0.535081656992568
5	2.25	1	2	0.67337742224938
5	2.5	1	2	0.816292312724302
5	2.75	1	2	0.958151991558245
5	3	1	2	1.09754933126124
5	3.25	1	2	1.23414400681722
5	3.5	1	2	1.36759569294653
5	3.75	1	2	1.49809461067126
5	4	1	2	1.62795316250771
5	4.25	1	2	1.76001429648319
5	4.5	1	2	1.89712096122748
5	4.75	1	2	2.04211610514441
5	5	1	2	2.19784267641193
5	5.25	1	2	2.36545819189228
5	5.5	1	2	2.53937844396375
5	5.75	1	2	2.71233379237108
5	6	1	2	2.8770546001725
5	6.25	1	2	3.02759448890574
5	6.5	1	2	3.16330014627011
5	6.75	1	2	3.2848415241677
5	7	1	2	3.39288857299446
5	7.25	1	2	3.48889016739235
5	7.5	1	2	3.57741087302501
5	7.75	1	2	3.66379418281431
5	8	1	2	3.75231488904942
5	8.25	1	2	3.84297299173033
5	8.5	1	2	3.93469979248354
5	0	1	4	0
5	0.25	1	4	0.021092025580637
5	0.5	1	4	4.72136838227184E-02
5	0.75	1	4	8.33946073876885E-02
5	1	1	4	0.134664428863141
5	1.25	1	4	0.205115358604473
5	1.5	1	4	0.295089938031275
5	1.75	1	4	0.403993286552496
5	2	1	4	0.530106798780994
5	2.25	1	4	0.667216970629778
5	2.5	1	4	0.807986573104992
5	2.75	1	4	0.946412839293367
5	3	1	4	1.08183084940691
5	3.25	1	4	1.21491014559053
5	3.5	1	4	1.34632026947216
5	3.75	1	4	1.47693905516943
5	4	1	4	1.60847749989658
